Nanobody ID,Antigen ID,Prediction
P1MCPUFP__CPUFP500K_0064__00001,pvrig_8x6b_chainB,0.09349767118692398
P1MCPUFP__CPUFP500K_0066__00002,pvrig_8x6b_chainB,0.07817462086677551
P1MCPUFP__CPUFP500K_0065__00003,pvrig_8x6b_chainB,0.09412059187889099
P1MCPUFP__CPUFP500K_0056__00004,pvrig_8x6b_chainB,0.09728178381919861
P1MCPUFP__CPUFP500K_0055__00005,pvrig_8x6b_chainB,0.04549192264676094
P1MCPUFP__CPUFP500K_0057__00006,pvrig_8x6b_chainB,0.048512052744627
P1MCPUFP__CPUFP500K_0048__00007,pvrig_8x6b_chainB,0.0708635076880455
P1MCPUFP__CPUFP500K_0046__00009,pvrig_8x6b_chainB,0.06448017805814743
P1MCPUFP__CPUFP500K_0049__00026,pvrig_8x6b_chainB,0.07721573114395142
P1MCPUFP__CPUFP500K_0040__00010,pvrig_8x6b_chainB,0.03191579505801201
P1MCPUFP__CPUFP500K_0038__00011,pvrig_8x6b_chainB,0.05266834422945976
P1MCPUFP__CPUFP500K_0037__00012,pvrig_8x6b_chainB,0.04202617332339287
P1MCPUFP__CPUFP500K_0028__00018,pvrig_8x6b_chainB,0.06101609393954277
P1MCPUFP__CPUFP500K_0030__00016,pvrig_8x6b_chainB,0.09704819321632385
P1MCPUFP__CPUFP500K_0029__00015,pvrig_8x6b_chainB,0.06686129420995712
P1MCPUFP__CPUFP500K_0020__00016,pvrig_8x6b_chainB,0.1664944291114807
P1MCPUFP__CPUFP500K_0019__00017,pvrig_8x6b_chainB,0.22036130726337433
P1MCPUFP__CPUFP500K_0021__00018,pvrig_8x6b_chainB,0.09555914998054504
P1MCPUFP__CPUFP500K_0012__00023,pvrig_8x6b_chainB,0.07340222597122192
P1MCPUFP__CPUFP500K_0010__00020,pvrig_8x6b_chainB,0.0660046935081482
P1MCPUFP__CPUFP500K_0013__00021,pvrig_8x6b_chainB,0.11494586616754532
P1MCPUFP__CPUFP500K_0008__00042,pvrig_8x6b_chainB,0.06661290675401688
P1MCPUFP__CPUFP500K_0002__00392,pvrig_8x6b_chainB,0.10908269882202148
P1MCPUFP__CPUFP500K_0001__00026,pvrig_8x6b_chainB,0.10501030087471008
P1MCPUFP__CPUFP500K_0092__00455,pvrig_8x6b_chainB,0.06781113892793655
P1MCPUFP__CPUFP500K_0091__00051,pvrig_8x6b_chainB,0.11362198740243912
P1MCPUFP__CPUFP500K_0193__00145,pvrig_8x6b_chainB,0.09191005676984787
P1MCPUFP__CPUFP500K_0084__00030,pvrig_8x6b_chainB,0.0735330805182457
P1MCPUFP__CPUFP500K_0082__00093,pvrig_8x6b_chainB,0.05580351874232292
P1MCPUFP__CPUFP500K_0085__00033,pvrig_8x6b_chainB,0.0952773317694664
P1MCPUFP__CPUFP500K_0076__00030,pvrig_8x6b_chainB,0.13629397749900818
P1MCPUFP__CPUFP500K_0074__00031,pvrig_8x6b_chainB,0.130793496966362
P1MCPUFP__CPUFP500K_0073__00033,pvrig_8x6b_chainB,0.07956337928771973
P1MCPUFP__CPUFP500K_0064__00033,pvrig_8x6b_chainB,0.07022937387228012
