Nanobody-ID	Antigen-ID
P1MCPUFP__CPUFP500K_0013__00001	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0004__00662	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00055	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00004	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0092__00077	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00007	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0093__00527	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00007	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00035	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00009	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00010	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00011	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00013	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00013	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00014	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00015	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00016	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00017	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00018	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00019	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00022	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00072	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00022	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00023	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00024	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00032	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00038	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00027	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00028	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00029	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00030	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00037	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00032	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00033	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00081	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00555	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00038	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0092__00698	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00075	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00231	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00044	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00122	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00047	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00042	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00043	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00045	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00045	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00046	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00047	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00048	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00049	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00050	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00051	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00056	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00225	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00055	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00055	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00056	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00073	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00076	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00059	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00060	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00061	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00062	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00076	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00064	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00065	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00191	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0003__00011	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00071	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0096__00765	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00126	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00657	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00080	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00227	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00085	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00074	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00076	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00077	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00077	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00078	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00079	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00080	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00082	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00082	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00084	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00092	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00352	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00087	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00087	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00088	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00110	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00115	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00091	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00092	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00093	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00095	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00113	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00096	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00098	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00290	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0003__00203	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00107	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0192__00168	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00198	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0197__00361	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00119	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00327	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00120	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00106	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00109	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00109	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00109	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00110	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00111	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00112	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00114	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00114	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00116	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00129	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00463	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00119	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00119	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00120	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00153	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00156	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00124	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00124	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00125	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00127	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00153	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00128	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00130	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00385	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0003__00367	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00147	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0192__00347	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00268	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0289__00007	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00155	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00484	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00153	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00138	pvrig_8x6b_chainB
