candidate_id,binder_score,score_semantics
zym_test_359954,1.0,within_input_rank_percentile_higher_is_better_not_probability
zym_test_5495,0.9795918367346939,within_input_rank_percentile_higher_is_better_not_probability
zym_test_21966,0.9591836734693877,within_input_rank_percentile_higher_is_better_not_probability
zym_test_3633872,0.9387755102040817,within_input_rank_percentile_higher_is_better_not_probability
zym_test_8787,0.9183673469387755,within_input_rank_percentile_higher_is_better_not_probability
zym_test_108006,0.8979591836734694,within_input_rank_percentile_higher_is_better_not_probability
zym_test_665332,0.8775510204081632,within_input_rank_percentile_higher_is_better_not_probability
zym_test_2510237,0.8571428571428572,within_input_rank_percentile_higher_is_better_not_probability
zym_test_9743,0.8367346938775511,within_input_rank_percentile_higher_is_better_not_probability
zym_test_6823,0.8163265306122449,within_input_rank_percentile_higher_is_better_not_probability
zym_test_21705,0.7959183673469388,within_input_rank_percentile_higher_is_better_not_probability
zym_test_3420679,0.7755102040816326,within_input_rank_percentile_higher_is_better_not_probability
zym_test_6847,0.7551020408163265,within_input_rank_percentile_higher_is_better_not_probability
zym_test_6720,0.7346938775510203,within_input_rank_percentile_higher_is_better_not_probability
zym_test_437,0.7142857142857143,within_input_rank_percentile_higher_is_better_not_probability
zym_test_7954,0.6938775510204082,within_input_rank_percentile_higher_is_better_not_probability
zym_test_208099,0.6734693877551021,within_input_rank_percentile_higher_is_better_not_probability
zym_test_3443599,0.653061224489796,within_input_rank_percentile_higher_is_better_not_probability
zym_test_1570,0.6326530612244898,within_input_rank_percentile_higher_is_better_not_probability
zym_test_2065,0.6122448979591837,within_input_rank_percentile_higher_is_better_not_probability
zym_test_7686,0.5918367346938775,within_input_rank_percentile_higher_is_better_not_probability
zym_test_13839,0.5714285714285714,within_input_rank_percentile_higher_is_better_not_probability
zym_test_1007056,0.5510204081632653,within_input_rank_percentile_higher_is_better_not_probability
zym_test_6492,0.5306122448979591,within_input_rank_percentile_higher_is_better_not_probability
zym_test_17428,0.5102040816326531,within_input_rank_percentile_higher_is_better_not_probability
zym_test_13444,0.4897959183673469,within_input_rank_percentile_higher_is_better_not_probability
zym_test_65534,0.4693877551020408,within_input_rank_percentile_higher_is_better_not_probability
zym_test_1937,0.44897959183673475,within_input_rank_percentile_higher_is_better_not_probability
zym_test_6516,0.4285714285714286,within_input_rank_percentile_higher_is_better_not_probability
zym_test_381083,0.40816326530612246,within_input_rank_percentile_higher_is_better_not_probability
zym_test_13827,0.3877551020408163,within_input_rank_percentile_higher_is_better_not_probability
zym_test_16483,0.36734693877551017,within_input_rank_percentile_higher_is_better_not_probability
zym_test_2596311,0.34693877551020413,within_input_rank_percentile_higher_is_better_not_probability
zym_test_3394,0.326530612244898,within_input_rank_percentile_higher_is_better_not_probability
zym_test_21646,0.30612244897959184,within_input_rank_percentile_higher_is_better_not_probability
zym_test_3361596,0.2857142857142857,within_input_rank_percentile_higher_is_better_not_probability
zym_test_22235,0.26530612244897955,within_input_rank_percentile_higher_is_better_not_probability
zym_test_9290,0.24489795918367352,within_input_rank_percentile_higher_is_better_not_probability
zym_test_11923,0.22448979591836737,within_input_rank_percentile_higher_is_better_not_probability
zym_test_381993,0.20408163265306123,within_input_rank_percentile_higher_is_better_not_probability
zym_test_66550,0.18367346938775508,within_input_rank_percentile_higher_is_better_not_probability
zym_test_1078,0.16326530612244894,within_input_rank_percentile_higher_is_better_not_probability
zym_test_9297,0.1428571428571429,within_input_rank_percentile_higher_is_better_not_probability
zym_test_3809,0.12244897959183676,within_input_rank_percentile_higher_is_better_not_probability
zym_test_19456,0.10204081632653061,within_input_rank_percentile_higher_is_better_not_probability
zym_test_5496,0.08163265306122447,within_input_rank_percentile_higher_is_better_not_probability
zym_test_7635,0.061224489795918324,within_input_rank_percentile_higher_is_better_not_probability
zym_test_3239184,0.04081632653061229,within_input_rank_percentile_higher_is_better_not_probability
zym_test_7332,0.020408163265306145,within_input_rank_percentile_higher_is_better_not_probability
zym_test_9666,0.0,within_input_rank_percentile_higher_is_better_not_probability
