job_id	entity_id	conformation	seed	job_hash
CANDIDATE_V29_GEN__C0147__04BB0661EE9849D9_8x6b_s917_3b6eecd9ee4c	V29_GEN__C0147__04BB0661EE9849D9	8x6b	917	3b6eecd9ee4c39fd87c934684fa067a6d41b875a1ac7555fb9987a43317e49d3
CANDIDATE_V29_GEN__C0147__04BB0661EE9849D9_9e6y_s917_1918639247ef	V29_GEN__C0147__04BB0661EE9849D9	9e6y	917	1918639247efe79812e08d99b5b87963ce1248252e6f4b412040ec2dc4290fab
CANDIDATE_V29_GEN__C0147__47D722847EB1FC2B_8x6b_s917_6338fe58a5c0	V29_GEN__C0147__47D722847EB1FC2B	8x6b	917	6338fe58a5c09bba59501a4b72760bef8d82491b7a7cd46c732323f845a6b235
CANDIDATE_V29_GEN__C0147__47D722847EB1FC2B_9e6y_s917_6173edb7de9d	V29_GEN__C0147__47D722847EB1FC2B	9e6y	917	6173edb7de9d5b4eb4f3b3d04c96eb6bf16b3ce19e7e61f7b39dfab14524e39f
CANDIDATE_V29_GEN__C0147__AC8D2C114E2B2C87_8x6b_s917_0d54faaedd51	V29_GEN__C0147__AC8D2C114E2B2C87	8x6b	917	0d54faaedd51edcf2603fd8987444510e5b7b164c53faea5740c7e45f565291f
CANDIDATE_V29_GEN__C0147__AC8D2C114E2B2C87_9e6y_s917_0b88730cd6dc	V29_GEN__C0147__AC8D2C114E2B2C87	9e6y	917	0b88730cd6dc78d5eb1020866f693674d557180b78d0114c44d99fa6fd662ba5
CANDIDATE_V29_GEN__C0147__EE2FD5709E240630_8x6b_s917_7da14da54805	V29_GEN__C0147__EE2FD5709E240630	8x6b	917	7da14da54805e4ed998c686cfcf5772cf75367183923f2018960ed724ed63788
CANDIDATE_V29_GEN__C0147__EE2FD5709E240630_9e6y_s917_51d8712aab17	V29_GEN__C0147__EE2FD5709E240630	9e6y	917	51d8712aab17fa7d3a212a22cb9ed45d90b4da6f89b45d2cc1503216b48411d0
CANDIDATE_V29_GEN__C0147__8B285B0FF5D2AD0E_8x6b_s917_acaf261b91c7	V29_GEN__C0147__8B285B0FF5D2AD0E	8x6b	917	acaf261b91c7a88ff15fc09fcfced08ac9298e711874b65abcf3bed14ef4b352
CANDIDATE_V29_GEN__C0147__8B285B0FF5D2AD0E_9e6y_s917_377776705bd8	V29_GEN__C0147__8B285B0FF5D2AD0E	9e6y	917	377776705bd8de2d40c97ee4e29ec7a17b7326972125942681d58d146ae97de4
CANDIDATE_V29_GEN__C0147__77CFE18CE190B0DE_8x6b_s917_62b9d0e28c99	V29_GEN__C0147__77CFE18CE190B0DE	8x6b	917	62b9d0e28c99a8e17788c1e5ea6e8b84d627f4ad33d1edc85b2dcdb39d00cf72
CANDIDATE_V29_GEN__C0147__77CFE18CE190B0DE_9e6y_s917_1c7aa5a235b8	V29_GEN__C0147__77CFE18CE190B0DE	9e6y	917	1c7aa5a235b8b0d2cee92e9f776539290e87a665cef28abf979aee52729c6d64
CANDIDATE_V29_GEN__C0147__D05B45FE483A5E76_8x6b_s917_4b5316ef9c30	V29_GEN__C0147__D05B45FE483A5E76	8x6b	917	4b5316ef9c304d46a8ba8609dd4e51a64e7743f30ee5182379f317107cdbf22c
CANDIDATE_V29_GEN__C0147__D05B45FE483A5E76_9e6y_s917_395b9b7b15b5	V29_GEN__C0147__D05B45FE483A5E76	9e6y	917	395b9b7b15b523ffd6efc18c668ab6025fa48e59c55466eafde13b6fdd7002a6
CANDIDATE_V29_GEN__C0147__F3D8DEF952CAA5DE_8x6b_s917_7023a8608b4a	V29_GEN__C0147__F3D8DEF952CAA5DE	8x6b	917	7023a8608b4a149ed0981b597f2b397924c0c9fea914422783745980a7bb0dfe
CANDIDATE_V29_GEN__C0147__F3D8DEF952CAA5DE_9e6y_s917_863d4287dd9b	V29_GEN__C0147__F3D8DEF952CAA5DE	9e6y	917	863d4287dd9b16752ade37db0f240cbf6264a9ee9a6d264ff57cf11d498c9d51
CANDIDATE_V29_GEN__C0147__EABC7D2FA0280447_8x6b_s917_749879c2e9b0	V29_GEN__C0147__EABC7D2FA0280447	8x6b	917	749879c2e9b0b7290b96cfd932095521ef5d868eb1a4f7c2505bcc30a85b6c3e
CANDIDATE_V29_GEN__C0147__EABC7D2FA0280447_9e6y_s917_5b02b83dadc6	V29_GEN__C0147__EABC7D2FA0280447	9e6y	917	5b02b83dadc65a81fbe787799e56aed1edfbda7d98d6584ed630969c30b9c1d5
CANDIDATE_V29_GEN__C0147__874752F4236A4005_8x6b_s3253_7739bb00413e	V29_GEN__C0147__874752F4236A4005	8x6b	3253	7739bb00413e8035d00f94f835db78b4ac627f99efd784a79a5a807c3c168966
CANDIDATE_V29_GEN__C0147__874752F4236A4005_9e6y_s3253_6190e2cd1807	V29_GEN__C0147__874752F4236A4005	9e6y	3253	6190e2cd18076c78198ec51ca67c0255fb520a7266012f00791e12b8b4ba2496
CANDIDATE_V29_GEN__C0147__874752F4236A4005_8x6b_s917_f74bb40dbf40	V29_GEN__C0147__874752F4236A4005	8x6b	917	f74bb40dbf408598b5dfae73d54f0026d0067ce65ea8b90120cbe35d7a332e41
CANDIDATE_V29_GEN__C0147__874752F4236A4005_9e6y_s917_ffa655b020e0	V29_GEN__C0147__874752F4236A4005	9e6y	917	ffa655b020e0203fb21aff650f4828a9472849100854213299bf578965286ec0
CANDIDATE_V29_GEN__C0147__BCA49A3D7AFDE33F_8x6b_s917_5cf35ec0f9a2	V29_GEN__C0147__BCA49A3D7AFDE33F	8x6b	917	5cf35ec0f9a2ce270138e219f071ab869222723b409e2ddf8fadbf42213042ff
CANDIDATE_V29_GEN__C0147__BCA49A3D7AFDE33F_9e6y_s917_583f4c2b133a	V29_GEN__C0147__BCA49A3D7AFDE33F	9e6y	917	583f4c2b133a65a084273ef0b3d5e05e986c74e27a474f9b36f5a51f33bf0176
CANDIDATE_V29_GEN__C0147__1D6FFA0C20516532_8x6b_s917_1cbeb5f2d9c6	V29_GEN__C0147__1D6FFA0C20516532	8x6b	917	1cbeb5f2d9c6f27c73e2059ef25fc845da5237d4b368238709e6c97744f3f9a4
CANDIDATE_V29_GEN__C0147__1D6FFA0C20516532_9e6y_s917_de39b584b61d	V29_GEN__C0147__1D6FFA0C20516532	9e6y	917	de39b584b61d11b685e25bbba2b33b47d432fb93d40f6d9f2e049ce2f78dc1ee
CANDIDATE_V29_GEN__C0147__62419820259233FD_8x6b_s917_23b93d4a5ac1	V29_GEN__C0147__62419820259233FD	8x6b	917	23b93d4a5ac1d8e0cdcb4c1abba8ae911cae648da49e9f718c9759789489c384
CANDIDATE_V29_GEN__C0147__62419820259233FD_9e6y_s917_817833665be5	V29_GEN__C0147__62419820259233FD	9e6y	917	817833665be52c93112e05ff26be42052456dd6ab6f08f83548d604f3a79a302
CANDIDATE_V29_GEN__C0147__0ED19447480026FC_8x6b_s917_d137446f2dd4	V29_GEN__C0147__0ED19447480026FC	8x6b	917	d137446f2dd41a652f97cf01f4dc7fd32104665fd8b8958ec7de66c24c293af0
CANDIDATE_V29_GEN__C0147__0ED19447480026FC_9e6y_s917_32c3b6845013	V29_GEN__C0147__0ED19447480026FC	9e6y	917	32c3b6845013edfc97691fe19e805166414ea1f5901e9dc95724f30a67c9a537
CANDIDATE_V29_GEN__C0147__7F5739E191380A14_8x6b_s917_251200a2564e	V29_GEN__C0147__7F5739E191380A14	8x6b	917	251200a2564e8cf6348989125f61b500e794733a39bdfb21ba56bab54a801b4b
CANDIDATE_V29_GEN__C0147__7F5739E191380A14_9e6y_s917_12ee9a7461c8	V29_GEN__C0147__7F5739E191380A14	9e6y	917	12ee9a7461c8138e484df0849d970c53b4f8c9feee6295ce862af2f65906fad4
CANDIDATE_V29_GEN__C0147__90A763BF563E3D4C_8x6b_s917_5d34090f86e7	V29_GEN__C0147__90A763BF563E3D4C	8x6b	917	5d34090f86e77c5bc06679b0ebdf345609c8337294acb52a2532ec69f7d5af85
