job_id	entity_id	conformation	seed	job_hash
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00756__B_LOWER__H1H3__B10__M01_8x6b_s917_53dc4a5c2329	V29_RF__RFV1__PLDNANO_VHH_00756__B_LOWER__H1H3__B10__M01	8x6b	917	53dc4a5c232943d0d8a3c40214edd4ccb39d077af0531c30e996c57873b3e60f
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00756__B_LOWER__H1H3__B10__M01_9e6y_s917_c149d7066a11	V29_RF__RFV1__PLDNANO_VHH_00756__B_LOWER__H1H3__B10__M01	9e6y	917	c149d7066a118ba55353c07e27036cfb5e2c38d787de0d77775bccdba369a0e0
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00756__C_CROSS__H3__B09__M00_8x6b_s917_d8d1e785da77	V29_RF__RFV1__PLDNANO_VHH_00756__C_CROSS__H3__B09__M00	8x6b	917	d8d1e785da77a0c51bfcfc097549ea0fdc14ae7c9b6c1e06a3f33ccf87b036e0
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00756__C_CROSS__H3__B09__M00_9e6y_s917_f7968c459c1c	V29_RF__RFV1__PLDNANO_VHH_00756__C_CROSS__H3__B09__M00	9e6y	917	f7968c459c1c4d4ec8599321dd175a34d415a7927d7d9bde0ae6b11d4914dd30
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00756__C_CROSS__H3__B10__M00_8x6b_s917_e7ed5574d946	V29_RF__RFV1__PLDNANO_VHH_00756__C_CROSS__H3__B10__M00	8x6b	917	e7ed5574d946c0f9b87f87a947d2621b26f3cf99679ec028cc09fb2231c55f60
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00756__C_CROSS__H3__B10__M00_9e6y_s917_5123371996c1	V29_RF__RFV1__PLDNANO_VHH_00756__C_CROSS__H3__B10__M00	9e6y	917	5123371996c1d0a4c932c44ef052a921de909c1bdfa32478e7ef3ab043535f2b
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00756__A_CENTER__H3__B10__M00_8x6b_s917_aadad645e80a	V29_RF__RFV1__PLDNANO_VHH_00756__A_CENTER__H3__B10__M00	8x6b	917	aadad645e80ae01961e88a9732f119e810128a4b731dd411289c2d696c5c3ed0
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00756__A_CENTER__H3__B10__M00_9e6y_s917_b0e6ab519c2a	V29_RF__RFV1__PLDNANO_VHH_00756__A_CENTER__H3__B10__M00	9e6y	917	b0e6ab519c2a7bbb9fbf11b74d70806523a52c353af742f9a7eb5562d8aa00fe
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00756__B_LOWER__H3__B05__M02_8x6b_s917_aa1762e2c08b	V29_RF__RFV1__PLDNANO_VHH_00756__B_LOWER__H3__B05__M02	8x6b	917	aa1762e2c08bfaa8358306a6ab6dad654b77eef7859dcda1d2ca7e88cb76e5d7
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00756__B_LOWER__H3__B05__M02_9e6y_s917_35e85a488825	V29_RF__RFV1__PLDNANO_VHH_00756__B_LOWER__H3__B05__M02	9e6y	917	35e85a488825940ffc8e7ade89abd109f58aca32c3143a3430005576f4f8e194
CANDIDATE_V29_GEN__C0474__13F0961C5304D184_8x6b_s1931_3019b2a8d62f	V29_GEN__C0474__13F0961C5304D184	8x6b	1931	3019b2a8d62ff2ac78417423c7c472eb370429f6dfef2a7f0c176d7401156f6c
CANDIDATE_V29_GEN__C0474__13F0961C5304D184_9e6y_s1931_900a47d37b00	V29_GEN__C0474__13F0961C5304D184	9e6y	1931	900a47d37b005fb6b48b8712eff0a963ca496a517b192ceb17b2008c3ee4a0e2
CANDIDATE_V29_GEN__C0474__13F0961C5304D184_8x6b_s917_17bed5248fbd	V29_GEN__C0474__13F0961C5304D184	8x6b	917	17bed5248fbd37058d967d819392e49435901cff4d71baebd66bf9353a2d9817
CANDIDATE_V29_GEN__C0474__13F0961C5304D184_9e6y_s917_0b77bd6e3f8e	V29_GEN__C0474__13F0961C5304D184	9e6y	917	0b77bd6e3f8eadd6b43591ce23fa462ef3051705879cb15a8769d1bf1118eced
CANDIDATE_V29_GEN__C0474__81529EB8AAD320AA_8x6b_s917_e24eac54095c	V29_GEN__C0474__81529EB8AAD320AA	8x6b	917	e24eac54095cbfef601afe26366bb9c40d7f453017b40c1ec7d35449ea24c0bb
CANDIDATE_V29_GEN__C0474__81529EB8AAD320AA_9e6y_s917_0d597b23f305	V29_GEN__C0474__81529EB8AAD320AA	9e6y	917	0d597b23f305625f45540a2ba4ac1472cf02a91e677f96983b23de5074777f7f
CANDIDATE_V29_GEN__C0474__904A7D2FBA05FD9B_8x6b_s917_b6072cafe2ce	V29_GEN__C0474__904A7D2FBA05FD9B	8x6b	917	b6072cafe2cec0484d579b612c0375c2a9c8a6f37cb41e41ca44662e81863915
CANDIDATE_V29_GEN__C0474__904A7D2FBA05FD9B_9e6y_s917_3597175fc310	V29_GEN__C0474__904A7D2FBA05FD9B	9e6y	917	3597175fc310c47cd88cf8a931b1a58343f734e1aaea5257c72e2c6267191b2d
CANDIDATE_V29_GEN__C0474__A807C60873D36841_8x6b_s917_7bbcfda5b446	V29_GEN__C0474__A807C60873D36841	8x6b	917	7bbcfda5b44650dd96960a5c98aff5f36b560c2952c2ea0db66c5196c93d0aa8
CANDIDATE_V29_GEN__C0474__A807C60873D36841_9e6y_s917_5207ac21ff98	V29_GEN__C0474__A807C60873D36841	9e6y	917	5207ac21ff987d84efb9258da611424c4bf2f5f20a6e84ef458a368b89d3338b
CANDIDATE_V29_GEN__C0474__B50497DAD911BC8C_8x6b_s917_976af1d76708	V29_GEN__C0474__B50497DAD911BC8C	8x6b	917	976af1d7670809f6f49317b89edf7d4d7053c0c482dabbd7bdc386365fc3d7ed
CANDIDATE_V29_GEN__C0474__B50497DAD911BC8C_9e6y_s917_33c9727c0723	V29_GEN__C0474__B50497DAD911BC8C	9e6y	917	33c9727c0723efeb67274e72837269cc228a5dbf30c3946b02384870b4114d73
CANDIDATE_V29_GEN__C0474__2F87633A7997A4C1_8x6b_s1931_1d362d357817	V29_GEN__C0474__2F87633A7997A4C1	8x6b	1931	1d362d357817e774d0bf8ed94ceef49c57ee8d64745935b6ce096788b67e15cb
CANDIDATE_V29_GEN__C0474__2F87633A7997A4C1_9e6y_s1931_22eccbb25b92	V29_GEN__C0474__2F87633A7997A4C1	9e6y	1931	22eccbb25b92ec82b7a801ccc1c9e9bbdf541cded19bdfe402507657967f4596
CANDIDATE_V29_GEN__C0474__39C7AEB2A9733567_8x6b_s917_45e2a512c8dc	V29_GEN__C0474__39C7AEB2A9733567	8x6b	917	45e2a512c8dc4f76857aea53a3339f861ae8ad9f9b2f8a777521e125a72757f2
CANDIDATE_V29_GEN__C0474__39C7AEB2A9733567_9e6y_s917_5198509018cb	V29_GEN__C0474__39C7AEB2A9733567	9e6y	917	5198509018cb020049a493505072ba7969d3ff1cf9707305d64a3d6c64e6cfc5
CANDIDATE_V29_GEN__C0474__93C5EAF584FADC51_8x6b_s917_4d42ef2398a8	V29_GEN__C0474__93C5EAF584FADC51	8x6b	917	4d42ef2398a8e8437f85e523ee5fe2e1be493d49d5ae91cc0f9c1d1b603d06a1
CANDIDATE_V29_GEN__C0474__93C5EAF584FADC51_9e6y_s917_95a5486d3b85	V29_GEN__C0474__93C5EAF584FADC51	9e6y	917	95a5486d3b85d99cf82b7076d3c7e63adadea455713b63e59b0ecbd1c10fdb42
CANDIDATE_V29_GEN__C0474__16F6719D08B1E023_8x6b_s917_520e2b7d2281	V29_GEN__C0474__16F6719D08B1E023	8x6b	917	520e2b7d22810e3119183d2aa8a61fe7d7aead7d0c1e9d5b6fd773e570f4e610
CANDIDATE_V29_GEN__C0474__16F6719D08B1E023_9e6y_s917_61e69ed5da55	V29_GEN__C0474__16F6719D08B1E023	9e6y	917	61e69ed5da55302e3d8463c575e175245434f94e3eddd4df39046452359e4478
CANDIDATE_V29_GEN__C0474__B0C080FB40A37551_8x6b_s917_2047d87a4dca	V29_GEN__C0474__B0C080FB40A37551	8x6b	917	2047d87a4dcaed9f1bcd6bdfb962214601dc6915c8c327f4aa7d0f8308321127
CANDIDATE_V29_GEN__C0474__B0C080FB40A37551_9e6y_s917_1a78902b1870	V29_GEN__C0474__B0C080FB40A37551	9e6y	917	1a78902b1870de07a305b5da3849033c789216207cc6ca279c5b77ad2a0f417d
CANDIDATE_V29_GEN__C0474__A3931B5D15FFD5ED_8x6b_s1931_0c6bd1012056	V29_GEN__C0474__A3931B5D15FFD5ED	8x6b	1931	0c6bd1012056e78426b0f6fb30afa23dfdf18c1aa415297630af17497d5e65af
CANDIDATE_V29_GEN__C0474__A3931B5D15FFD5ED_9e6y_s1931_3cb2a11b454f	V29_GEN__C0474__A3931B5D15FFD5ED	9e6y	1931	3cb2a11b454f3cfa91a81e428cc96014264f9da726854a636231095bfa0dca04
CANDIDATE_V29_GEN__C0474__064942ECB9BA2CCF_8x6b_s917_10b82265e742	V29_GEN__C0474__064942ECB9BA2CCF	8x6b	917	10b82265e742886b3db1b84ed7726832c4d25c00898d53063e8cbe8b1ab3929d
CANDIDATE_V29_GEN__C0474__064942ECB9BA2CCF_9e6y_s917_f7d480f6365d	V29_GEN__C0474__064942ECB9BA2CCF	9e6y	917	f7d480f6365d70ee625c19af6c793b1161965e12655592ab6c70a316abb02ebd
CANDIDATE_V29_GEN__C0474__043E2C0716C464B6_8x6b_s917_b36306afbabb	V29_GEN__C0474__043E2C0716C464B6	8x6b	917	b36306afbabb75a6c54af2b07411589a35304fd4fe6f169c611e44e263e6bd0e
CANDIDATE_V29_GEN__C0474__043E2C0716C464B6_9e6y_s917_587a26ba470d	V29_GEN__C0474__043E2C0716C464B6	9e6y	917	587a26ba470db36bde286f968aee148cdbd43582f22e2851a54304e2e00d07e8
CANDIDATE_V29_GEN__C0474__4185570FF67C844E_8x6b_s917_d3a7754c090f	V29_GEN__C0474__4185570FF67C844E	8x6b	917	d3a7754c090f427833cb0a6f2f4465d9d9d397030a7624a4a6809f1fd45cac00
CANDIDATE_V29_GEN__C0474__4185570FF67C844E_9e6y_s917_910aac0fa5d6	V29_GEN__C0474__4185570FF67C844E	9e6y	917	910aac0fa5d670e1d0f78f04e2faf858f184ba689f1453d90504aab468b9a989
CANDIDATE_V29_GEN__C0474__DF50E89793B36512_8x6b_s917_a5520c00a9d3	V29_GEN__C0474__DF50E89793B36512	8x6b	917	a5520c00a9d328054adcdfe48f2871bdb99b0be926739ea4e83367a13fd18df3
CANDIDATE_V29_GEN__C0474__DF50E89793B36512_9e6y_s917_ad219a503156	V29_GEN__C0474__DF50E89793B36512	9e6y	917	ad219a503156b9254382ac939a59680138000c206e47bd0d21b8ad6a0ce82453
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00692__C_CROSS__H3__B07__M00_8x6b_s917_3766e15c4384	V29_RF__RFV1__PLDNANO_VHH_00692__C_CROSS__H3__B07__M00	8x6b	917	3766e15c4384ca357818cfbe9e8d0de00d6841ef1c6276876b4ad27fcf860d4a
