Nanobody-ID	Antigen-ID
P1MCPUFP__CPUFP500K_0065__00001	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00002	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00003	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00004	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00005	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00007	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00023	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00008	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00009	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00010	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00016	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00013	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00013	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00014	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00015	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00016	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00020	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00018	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00019	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00038	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00363	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00024	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0092__00439	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00043	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00127	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00028	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00089	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00031	pvrig_8x6b_chainB
