Nanobody-ID	Antigen-ID
P1MCPUFP__CPUFP500K_0001__00001	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0092__00004	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00002	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0093__00172	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00004	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00025	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00006	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00007	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00008	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00009	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00010	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00011	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00012	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00013	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00014	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00015	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00016	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00019	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00064	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00019	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00020	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00021	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00028	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00032	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00024	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00025	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00026	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00027	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00034	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00029	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00030	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00075	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00512	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00035	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0092__00669	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00069	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00220	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00041	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00116	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00043	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00039	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00040	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00042	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00042	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00043	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00044	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00045	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00046	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00047	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00048	pvrig_8x6b_chainB
