Nanobody-ID	Antigen-ID
P1MCPUFP__CPUFP500K_0082__00001	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00002	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00003	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00004	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00005	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00006	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00007	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00008	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00009	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00010	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00011	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00012	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00015	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00043	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00015	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00016	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00017	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00024	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00024	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00020	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00021	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00022	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00023	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00028	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00025	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00026	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00060	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00453	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00031	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0092__00604	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00062	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00189	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00035	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00101	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00038	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00035	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00036	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00038	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00038	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00039	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00040	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00041	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00042	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00043	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00044	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00049	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00194	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00048	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00048	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00049	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00062	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00069	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00052	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00053	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00054	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00055	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00068	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00057	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00058	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00166	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00861	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00064	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0096__00496	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00116	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00585	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00073	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00211	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00077	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00067	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00069	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00070	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00070	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00071	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00072	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00073	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00074	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00075	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00077	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00085	pvrig_8x6b_chainB
