pvrig_v2_5_ortho_formal_nested_runtime_v1_3_20260718/GRAPH_STATUS.json	223
pvrig_v2_5_ortho_formal_nested_runtime_v1_3_20260718/TERMINAL.json	298
pvrig_v2_5_ortho_formal_nested_runtime_v1_3_20260718/final/FORMAL_OPEN_OUTER_SUMMARY.json	2033
pvrig_v2_5_ortho_formal_nested_runtime_v1_3_20260718/final/RESULT.json	2033
pvrig_v2_5_strict_cross_lane_meta_formal_result_v1_1_20260718/FORMAL_EXECUTION_RECEIPT.json	1651
pvrig_v2_5_strict_cross_lane_meta_formal_result_v1_1_20260718/FORMAL_METRICS.json	143945
pvrig_v2_5_strict_cross_lane_meta_formal_result_v1_1_20260718/FORMAL_OUTER_OOF_PREDICTIONS.tsv	2354478
pvrig_v2_5_strict_cross_lane_meta_formal_result_v1_1_20260718/FORMAL_PARAMETERS.json	8011
pvrig_v2_5_strict_cross_lane_meta_formal_result_v1_1_20260718/FORMAL_PARAMETERS_PRETRUTH.json	7787
pvrig_v2_5_strict_cross_lane_meta_formal_result_v1_1_20260718/OUTER_PREDICTIONS_PRETRUTH.tsv	1549408
pvrig_v2_5_strict_cross_lane_meta_formal_result_v1_1_20260718/PRETRUTH_FREEZE_RECEIPT.json	533
pvrig_v2_5_strict_cross_lane_meta_formal_result_v1_1_20260718/SELECTED_PRODUCTION_PREDICTIONS.tsv	314972
pvrig_v2_5_strict_cross_lane_meta_watch_v1_1_20260718/WATCHER_STATUS.json	497
