Nanobody ID,Antigen ID,Prediction
P1MCPUFP__CPUFP500K_0049__00007,pvrig_8x6b_chainB,0.06391683965921402
P1MCPUFP__CPUFP500K_0040__00002,pvrig_8x6b_chainB,0.06327522546052933
P1MCPUFP__CPUFP500K_0038__00003,pvrig_8x6b_chainB,0.04637955501675606
P1MCPUFP__CPUFP500K_0037__00004,pvrig_8x6b_chainB,0.03619413822889328
P1MCPUFP__CPUFP500K_0028__00006,pvrig_8x6b_chainB,0.07545241713523865
P1MCPUFP__CPUFP500K_0030__00006,pvrig_8x6b_chainB,0.07953090220689774
P1MCPUFP__CPUFP500K_0029__00007,pvrig_8x6b_chainB,0.10868453979492188
P1MCPUFP__CPUFP500K_0020__00008,pvrig_8x6b_chainB,0.10219642519950867
P1MCPUFP__CPUFP500K_0019__00009,pvrig_8x6b_chainB,0.2177700400352478
P1MCPUFP__CPUFP500K_0021__00010,pvrig_8x6b_chainB,0.1910725235939026
P1MCPUFP__CPUFP500K_0012__00014,pvrig_8x6b_chainB,0.06147759035229683
P1MCPUFP__CPUFP500K_0010__00012,pvrig_8x6b_chainB,0.07821468263864517
P1MCPUFP__CPUFP500K_0013__00013,pvrig_8x6b_chainB,0.12382058054208755
P1MCPUFP__CPUFP500K_0008__00022,pvrig_8x6b_chainB,0.1232030987739563
P1MCPUFP__CPUFP500K_0002__00232,pvrig_8x6b_chainB,0.11897391825914383
P1MCPUFP__CPUFP500K_0001__00017,pvrig_8x6b_chainB,0.11161365360021591
P1MCPUFP__CPUFP500K_0092__00328,pvrig_8x6b_chainB,0.0715470016002655
P1MCPUFP__CPUFP500K_0091__00033,pvrig_8x6b_chainB,0.11076871305704117
P1MCPUFP__CPUFP500K_0193__00056,pvrig_8x6b_chainB,0.09405631572008133
P1MCPUFP__CPUFP500K_0084__00020,pvrig_8x6b_chainB,0.11152428388595581
P1MCPUFP__CPUFP500K_0082__00072,pvrig_8x6b_chainB,0.0583927147090435
P1MCPUFP__CPUFP500K_0085__00024,pvrig_8x6b_chainB,0.09505867958068848
P1MCPUFP__CPUFP500K_0076__00022,pvrig_8x6b_chainB,0.15787047147750854
P1MCPUFP__CPUFP500K_0074__00023,pvrig_8x6b_chainB,0.10824916511774063
P1MCPUFP__CPUFP500K_0073__00025,pvrig_8x6b_chainB,0.09261816740036011
P1MCPUFP__CPUFP500K_0064__00025,pvrig_8x6b_chainB,0.10331224650144577
P1MCPUFP__CPUFP500K_0066__00026,pvrig_8x6b_chainB,0.07443473488092422
P1MCPUFP__CPUFP500K_0065__00027,pvrig_8x6b_chainB,0.11401467770338058
P1MCPUFP__CPUFP500K_0056__00028,pvrig_8x6b_chainB,0.055157553404569626
P1MCPUFP__CPUFP500K_0055__00029,pvrig_8x6b_chainB,0.05231130123138428
P1MCPUFP__CPUFP500K_0057__00030,pvrig_8x6b_chainB,0.06069277599453926
P1MCPUFP__CPUFP500K_0048__00031,pvrig_8x6b_chainB,0.10124482959508896
P1MCPUFP__CPUFP500K_0046__00035,pvrig_8x6b_chainB,0.034382183104753494
P1MCPUFP__CPUFP500K_0049__00125,pvrig_8x6b_chainB,0.10447239875793457
P1MCPUFP__CPUFP500K_0040__00034,pvrig_8x6b_chainB,0.04546092450618744
P1MCPUFP__CPUFP500K_0038__00035,pvrig_8x6b_chainB,0.040954407304525375
P1MCPUFP__CPUFP500K_0037__00036,pvrig_8x6b_chainB,0.04391985014081001
P1MCPUFP__CPUFP500K_0028__00047,pvrig_8x6b_chainB,0.03963351622223854
P1MCPUFP__CPUFP500K_0030__00053,pvrig_8x6b_chainB,0.09524175524711609
P1MCPUFP__CPUFP500K_0029__00039,pvrig_8x6b_chainB,0.16037960350513458
P1MCPUFP__CPUFP500K_0020__00040,pvrig_8x6b_chainB,0.1037529930472374
P1MCPUFP__CPUFP500K_0019__00041,pvrig_8x6b_chainB,0.19387012720108032
P1MCPUFP__CPUFP500K_0021__00042,pvrig_8x6b_chainB,0.10564672946929932
P1MCPUFP__CPUFP500K_0012__00050,pvrig_8x6b_chainB,0.038425128906965256
P1MCPUFP__CPUFP500K_0010__00044,pvrig_8x6b_chainB,0.06899093836545944
P1MCPUFP__CPUFP500K_0013__00045,pvrig_8x6b_chainB,0.1234101727604866
P1MCPUFP__CPUFP500K_0008__00119,pvrig_8x6b_chainB,0.15040309727191925
P1MCPUFP__CPUFP500K_0002__00716,pvrig_8x6b_chainB,0.11798069626092911
P1MCPUFP__CPUFP500K_0001__00050,pvrig_8x6b_chainB,0.11802148818969727
P1MCPUFP__CPUFP500K_0092__00901,pvrig_8x6b_chainB,0.06209079548716545
P1MCPUFP__CPUFP500K_0091__00094,pvrig_8x6b_chainB,0.08745875209569931
P1MCPUFP__CPUFP500K_0193__00381,pvrig_8x6b_chainB,0.07071762531995773
P1MCPUFP__CPUFP500K_0084__00058,pvrig_8x6b_chainB,0.10407418012619019
P1MCPUFP__CPUFP500K_0082__00160,pvrig_8x6b_chainB,0.04178183153271675
P1MCPUFP__CPUFP500K_0085__00059,pvrig_8x6b_chainB,0.1132335439324379
P1MCPUFP__CPUFP500K_0076__00054,pvrig_8x6b_chainB,0.12013927847146988
P1MCPUFP__CPUFP500K_0074__00055,pvrig_8x6b_chainB,0.13483598828315735
P1MCPUFP__CPUFP500K_0073__00057,pvrig_8x6b_chainB,0.08283785730600357
P1MCPUFP__CPUFP500K_0064__00057,pvrig_8x6b_chainB,0.12226512283086777
P1MCPUFP__CPUFP500K_0066__00058,pvrig_8x6b_chainB,0.04992443323135376
P1MCPUFP__CPUFP500K_0065__00059,pvrig_8x6b_chainB,0.10407259315252304
P1MCPUFP__CPUFP500K_0056__00060,pvrig_8x6b_chainB,0.0837402418255806
P1MCPUFP__CPUFP500K_0055__00061,pvrig_8x6b_chainB,0.07228367775678635
P1MCPUFP__CPUFP500K_0057__00062,pvrig_8x6b_chainB,0.04145045951008797
P1MCPUFP__CPUFP500K_0048__00063,pvrig_8x6b_chainB,0.05170774087309837
P1MCPUFP__CPUFP500K_0046__00071,pvrig_8x6b_chainB,0.0725303664803505
P1MCPUFP__CPUFP500K_0049__00265,pvrig_8x6b_chainB,0.05272992327809334
P1MCPUFP__CPUFP500K_0040__00067,pvrig_8x6b_chainB,0.05331583693623543
P1MCPUFP__CPUFP500K_0038__00067,pvrig_8x6b_chainB,0.04139377176761627
P1MCPUFP__CPUFP500K_0037__00068,pvrig_8x6b_chainB,0.045753877609968185
P1MCPUFP__CPUFP500K_0028__00088,pvrig_8x6b_chainB,0.06652725487947464
P1MCPUFP__CPUFP500K_0030__00090,pvrig_8x6b_chainB,0.0724685862660408
P1MCPUFP__CPUFP500K_0029__00071,pvrig_8x6b_chainB,0.10974837094545364
P1MCPUFP__CPUFP500K_0020__00072,pvrig_8x6b_chainB,0.20180876553058624
P1MCPUFP__CPUFP500K_0019__00073,pvrig_8x6b_chainB,0.15345218777656555
P1MCPUFP__CPUFP500K_0021__00074,pvrig_8x6b_chainB,0.1567445546388626
P1MCPUFP__CPUFP500K_0012__00090,pvrig_8x6b_chainB,0.05674627050757408
P1MCPUFP__CPUFP500K_0010__00076,pvrig_8x6b_chainB,0.08876650780439377
P1MCPUFP__CPUFP500K_0013__00078,pvrig_8x6b_chainB,0.11091876029968262
P1MCPUFP__CPUFP500K_0008__00226,pvrig_8x6b_chainB,0.1343429684638977
P1MCPUFP__CPUFP500K_0003__00075,pvrig_8x6b_chainB,0.04977576062083244
P1MCPUFP__CPUFP500K_0001__00084,pvrig_8x6b_chainB,0.08240675181150436
P1MCPUFP__CPUFP500K_0192__00031,pvrig_8x6b_chainB,0.09374257177114487
P1MCPUFP__CPUFP500K_0091__00161,pvrig_8x6b_chainB,0.1224619448184967
P1MCPUFP__CPUFP500K_0193__00799,pvrig_8x6b_chainB,0.07715252786874771
P1MCPUFP__CPUFP500K_0084__00095,pvrig_8x6b_chainB,0.09668038040399551
P1MCPUFP__CPUFP500K_0082__00265,pvrig_8x6b_chainB,0.0901210829615593
P1MCPUFP__CPUFP500K_0085__00098,pvrig_8x6b_chainB,0.1314086765050888
