model	md5	caprieval_rank	score	irmsd	fnat	lrmsd	ilrmsd	dockq	rmsd	cluster_id	cluster_ranking	model-cluster_ranking	air	angles	bonds	bsa	cdih	coup	dani	desolv	dihe	elec	improper	rdcs	rg	sym	total	vdw	vean	xpcs
../../1_rigidbody/rigidbody_14.pdb	-	1	-12.630	0.000	1.000	0.000	0.000	1.000	0.000	-	-	-	1386.620	1161.970	166.829	1120.830	0.000	0.000	0.000	-15.601	1148.540	0.241	2824.010	0.000	0.000	0.000	1394.070	7.206	0.000	0.000
../../1_rigidbody/rigidbody_13.pdb	-	2	-12.044	8.847	0.100	23.867	18.689	0.080	9.993	-	-	-	986.718	1161.970	166.826	1202.830	0.000	0.000	0.000	-8.828	1148.540	-1.017	2824.010	0.000	0.000	0.000	981.867	-3.834	0.000	0.000
../../1_rigidbody/rigidbody_11.pdb	-	3	-11.847	8.916	0.100	23.747	18.676	0.080	10.067	-	-	-	1063.090	1161.970	166.827	1216.120	0.000	0.000	0.000	-9.351	1148.540	-0.977	2824.010	0.000	0.000	0.000	1063.170	1.065	0.000	0.000
../../1_rigidbody/rigidbody_2.pdb	-	4	-10.277	8.901	0.100	23.814	18.693	0.080	10.048	-	-	-	1324.530	1161.970	166.826	1237.450	0.000	0.000	0.000	-10.279	1148.540	-0.956	2824.010	0.000	0.000	0.000	1332.240	8.670	0.000	0.000
../../1_rigidbody/rigidbody_26.pdb	-	5	-9.506	8.903	0.100	23.823	18.697	0.080	10.048	-	-	-	1331.660	1161.970	166.836	1239.700	0.000	0.000	0.000	-9.578	1148.540	-0.967	2824.010	0.000	0.000	0.000	1342.630	11.936	0.000	0.000
../../1_rigidbody/rigidbody_9.pdb	-	6	-9.148	8.962	0.100	24.042	18.798	0.079	10.127	-	-	-	1430.780	1161.970	166.834	1256.030	0.000	0.000	0.000	-9.781	1148.540	-1.095	2824.010	0.000	0.000	0.000	1427.710	-1.974	0.000	0.000
../../1_rigidbody/rigidbody_6.pdb	-	7	-8.707	9.076	0.067	23.912	18.790	0.068	10.278	-	-	-	1389.190	1161.970	166.835	1199.080	0.000	0.000	0.000	-9.516	1148.540	-1.044	2824.010	0.000	0.000	0.000	1383.310	-4.829	0.000	0.000
../../1_rigidbody/rigidbody_37.pdb	-	8	-8.023	10.812	0.100	26.780	21.731	0.070	13.030	-	-	-	1447.070	1161.970	166.835	1113.940	0.000	0.000	0.000	-12.914	1148.540	1.231	2824.000	0.000	0.000	0.000	1481.100	32.801	0.000	0.000
../../1_rigidbody/rigidbody_3.pdb	-	9	-7.066	10.304	0.100	27.427	21.328	0.069	12.189	-	-	-	1616.750	1161.970	166.825	1050.720	0.000	0.000	0.000	-13.309	1148.540	0.204	2824.010	0.000	0.000	0.000	1654.740	37.782	0.000	0.000
../../1_rigidbody/rigidbody_28.pdb	-	10	-6.944	6.434	0.067	18.761	14.889	0.096	7.147	-	-	-	1247.100	1161.960	166.832	1132.350	0.000	0.000	0.000	-7.420	1148.540	-0.875	2824.000	0.000	0.000	0.000	1266.620	20.397	0.000	0.000
../../1_rigidbody/rigidbody_22.pdb	-	11	-6.754	10.656	0.000	23.184	20.301	0.046	11.396	-	-	-	1130.110	1161.970	166.838	1250.640	0.000	0.000	0.000	-5.568	1148.540	-0.069	2824.010	0.000	0.000	0.000	1138.880	8.848	0.000	0.000
../../1_rigidbody/rigidbody_15.pdb	-	12	-5.769	7.041	0.033	18.620	14.455	0.083	7.918	-	-	-	1293.950	1161.970	166.830	1091.430	0.000	0.000	0.000	-10.431	1148.540	2.361	2824.010	0.000	0.000	0.000	1323.900	27.581	0.000	0.000
../../1_rigidbody/rigidbody_40.pdb	-	13	-5.733	7.115	0.033	19.182	14.624	0.080	8.021	-	-	-	1234.510	1161.970	166.830	1088.700	0.000	0.000	0.000	-9.915	1148.540	2.297	2824.000	0.000	0.000	0.000	1279.590	42.776	0.000	0.000
../../1_rigidbody/rigidbody_1.pdb	-	14	-5.716	10.919	0.100	27.039	21.859	0.069	13.234	-	-	-	1455.880	1161.970	166.828	1075.560	0.000	0.000	0.000	-10.717	1148.540	1.012	2824.010	0.000	0.000	0.000	1475.480	18.591	0.000	0.000
