Nanobody ID,Antigen ID,Prediction
P1MCPUFP__CPUFP500K_0030__00001,pvrig_8x6b_chainB,0.05552784726023674
P1MCPUFP__CPUFP500K_0029__00002,pvrig_8x6b_chainB,0.08629462867975235
P1MCPUFP__CPUFP500K_0020__00003,pvrig_8x6b_chainB,0.15518666803836823
P1MCPUFP__CPUFP500K_0019__00004,pvrig_8x6b_chainB,0.20905737578868866
P1MCPUFP__CPUFP500K_0021__00005,pvrig_8x6b_chainB,0.09166636317968369
P1MCPUFP__CPUFP500K_0012__00009,pvrig_8x6b_chainB,0.05281531810760498
P1MCPUFP__CPUFP500K_0010__00007,pvrig_8x6b_chainB,0.05982165411114693
P1MCPUFP__CPUFP500K_0013__00008,pvrig_8x6b_chainB,0.08255235105752945
P1MCPUFP__CPUFP500K_0008__00013,pvrig_8x6b_chainB,0.16761736571788788
P1MCPUFP__CPUFP500K_0002__00144,pvrig_8x6b_chainB,0.1017444059252739
P1MCPUFP__CPUFP500K_0001__00012,pvrig_8x6b_chainB,0.09109180420637131
P1MCPUFP__CPUFP500K_0092__00276,pvrig_8x6b_chainB,0.06230810657143593
P1MCPUFP__CPUFP500K_0091__00025,pvrig_8x6b_chainB,0.08137521892786026
P1MCPUFP__CPUFP500K_0093__00935,pvrig_8x6b_chainB,0.0812385305762291
P1MCPUFP__CPUFP500K_0084__00014,pvrig_8x6b_chainB,0.09707263112068176
P1MCPUFP__CPUFP500K_0082__00053,pvrig_8x6b_chainB,0.09451939910650253
P1MCPUFP__CPUFP500K_0085__00019,pvrig_8x6b_chainB,0.07346073538064957
P1MCPUFP__CPUFP500K_0076__00017,pvrig_8x6b_chainB,0.15454156696796417
P1MCPUFP__CPUFP500K_0074__00018,pvrig_8x6b_chainB,0.11548428982496262
P1MCPUFP__CPUFP500K_0073__00020,pvrig_8x6b_chainB,0.09624806046485901
P1MCPUFP__CPUFP500K_0064__00020,pvrig_8x6b_chainB,0.09185940027236938
P1MCPUFP__CPUFP500K_0066__00021,pvrig_8x6b_chainB,0.049436409026384354
P1MCPUFP__CPUFP500K_0065__00022,pvrig_8x6b_chainB,0.08722937107086182
P1MCPUFP__CPUFP500K_0056__00023,pvrig_8x6b_chainB,0.10722159594297409
P1MCPUFP__CPUFP500K_0055__00024,pvrig_8x6b_chainB,0.06751320511102676
P1MCPUFP__CPUFP500K_0057__00025,pvrig_8x6b_chainB,0.04712339863181114
P1MCPUFP__CPUFP500K_0048__00026,pvrig_8x6b_chainB,0.07650014013051987
P1MCPUFP__CPUFP500K_0046__00030,pvrig_8x6b_chainB,0.07266929745674133
P1MCPUFP__CPUFP500K_0049__00092,pvrig_8x6b_chainB,0.056323450058698654
P1MCPUFP__CPUFP500K_0040__00029,pvrig_8x6b_chainB,0.0568343885242939
P1MCPUFP__CPUFP500K_0038__00030,pvrig_8x6b_chainB,0.051335692405700684
P1MCPUFP__CPUFP500K_0037__00031,pvrig_8x6b_chainB,0.037602394819259644
P1MCPUFP__CPUFP500K_0028__00040,pvrig_8x6b_chainB,0.09580200165510178
P1MCPUFP__CPUFP500K_0030__00046,pvrig_8x6b_chainB,0.0678216889500618
P1MCPUFP__CPUFP500K_0029__00034,pvrig_8x6b_chainB,0.1201537624001503
P1MCPUFP__CPUFP500K_0020__00035,pvrig_8x6b_chainB,0.14563609659671783
P1MCPUFP__CPUFP500K_0019__00036,pvrig_8x6b_chainB,0.19907259941101074
P1MCPUFP__CPUFP500K_0021__00037,pvrig_8x6b_chainB,0.14071767032146454
P1MCPUFP__CPUFP500K_0012__00045,pvrig_8x6b_chainB,0.06391742080450058
P1MCPUFP__CPUFP500K_0010__00039,pvrig_8x6b_chainB,0.0656059980392456
P1MCPUFP__CPUFP500K_0013__00040,pvrig_8x6b_chainB,0.11580891162157059
P1MCPUFP__CPUFP500K_0008__00101,pvrig_8x6b_chainB,0.14826880395412445
P1MCPUFP__CPUFP500K_0002__00647,pvrig_8x6b_chainB,0.12485700100660324
P1MCPUFP__CPUFP500K_0001__00045,pvrig_8x6b_chainB,0.07344468683004379
P1MCPUFP__CPUFP500K_0092__00813,pvrig_8x6b_chainB,0.06841053813695908
P1MCPUFP__CPUFP500K_0091__00087,pvrig_8x6b_chainB,0.09477176517248154
P1MCPUFP__CPUFP500K_0193__00343,pvrig_8x6b_chainB,0.08242321014404297
P1MCPUFP__CPUFP500K_0084__00051,pvrig_8x6b_chainB,0.08434707671403885
P1MCPUFP__CPUFP500K_0082__00147,pvrig_8x6b_chainB,0.09998347610235214
P1MCPUFP__CPUFP500K_0085__00054,pvrig_8x6b_chainB,0.10638540983200073
P1MCPUFP__CPUFP500K_0076__00049,pvrig_8x6b_chainB,0.06190546229481697
P1MCPUFP__CPUFP500K_0074__00050,pvrig_8x6b_chainB,0.09400654584169388
P1MCPUFP__CPUFP500K_0073__00052,pvrig_8x6b_chainB,0.08867474645376205
P1MCPUFP__CPUFP500K_0064__00052,pvrig_8x6b_chainB,0.08035463094711304
P1MCPUFP__CPUFP500K_0066__00053,pvrig_8x6b_chainB,0.06402092427015305
P1MCPUFP__CPUFP500K_0065__00054,pvrig_8x6b_chainB,0.11463228613138199
P1MCPUFP__CPUFP500K_0056__00055,pvrig_8x6b_chainB,0.08141280710697174
P1MCPUFP__CPUFP500K_0055__00056,pvrig_8x6b_chainB,0.07604727894067764
P1MCPUFP__CPUFP500K_0057__00057,pvrig_8x6b_chainB,0.047241419553756714
P1MCPUFP__CPUFP500K_0048__00058,pvrig_8x6b_chainB,0.0994490310549736
P1MCPUFP__CPUFP500K_0046__00064,pvrig_8x6b_chainB,0.060633111745119095
P1MCPUFP__CPUFP500K_0049__00253,pvrig_8x6b_chainB,0.06397202610969543
P1MCPUFP__CPUFP500K_0040__00062,pvrig_8x6b_chainB,0.03756818547844887
P1MCPUFP__CPUFP500K_0038__00062,pvrig_8x6b_chainB,0.044213514775037766
P1MCPUFP__CPUFP500K_0037__00063,pvrig_8x6b_chainB,0.0398581437766552
P1MCPUFP__CPUFP500K_0028__00083,pvrig_8x6b_chainB,0.04200993478298187
P1MCPUFP__CPUFP500K_0030__00084,pvrig_8x6b_chainB,0.07988478988409042
P1MCPUFP__CPUFP500K_0029__00066,pvrig_8x6b_chainB,0.08160252124071121
P1MCPUFP__CPUFP500K_0020__00067,pvrig_8x6b_chainB,0.17483289539813995
P1MCPUFP__CPUFP500K_0019__00068,pvrig_8x6b_chainB,0.1853601485490799
P1MCPUFP__CPUFP500K_0021__00069,pvrig_8x6b_chainB,0.11984517425298691
P1MCPUFP__CPUFP500K_0012__00083,pvrig_8x6b_chainB,0.03920718654990196
P1MCPUFP__CPUFP500K_0010__00071,pvrig_8x6b_chainB,0.05550651624798775
P1MCPUFP__CPUFP500K_0013__00072,pvrig_8x6b_chainB,0.11266977339982986
P1MCPUFP__CPUFP500K_0008__00212,pvrig_8x6b_chainB,0.05360392853617668
P1MCPUFP__CPUFP500K_0003__00033,pvrig_8x6b_chainB,0.10289683192968369
P1MCPUFP__CPUFP500K_0001__00079,pvrig_8x6b_chainB,0.075892873108387
P1MCPUFP__CPUFP500K_0192__00010,pvrig_8x6b_chainB,0.10198631882667542
P1MCPUFP__CPUFP500K_0091__00145,pvrig_8x6b_chainB,0.05649106577038765
P1MCPUFP__CPUFP500K_0193__00714,pvrig_8x6b_chainB,0.07757247239351273
P1MCPUFP__CPUFP500K_0084__00089,pvrig_8x6b_chainB,0.09318345785140991
P1MCPUFP__CPUFP500K_0082__00248,pvrig_8x6b_chainB,0.06539523601531982
P1MCPUFP__CPUFP500K_0085__00092,pvrig_8x6b_chainB,0.10666918754577637
P1MCPUFP__CPUFP500K_0076__00081,pvrig_8x6b_chainB,0.07871291786432266
P1MCPUFP__CPUFP500K_0074__00084,pvrig_8x6b_chainB,0.0753258690237999
P1MCPUFP__CPUFP500K_0073__00084,pvrig_8x6b_chainB,0.09538569301366806
P1MCPUFP__CPUFP500K_0064__00084,pvrig_8x6b_chainB,0.07703452557325363
