Nanobody-ID	Antigen-ID
P1MCPUFP__CPUFP500K_0028__00001	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00002	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00003	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00004	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00005	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00006	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00010	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00008	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00009	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00014	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00181	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00013	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0092__00299	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00028	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00021	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00015	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00058	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00020	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00018	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00019	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00021	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00021	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00022	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00023	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00024	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00025	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00026	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00027	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00031	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00095	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00030	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00031	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00032	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00042	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00047	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00035	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00036	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00037	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00038	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00046	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00040	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00041	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00105	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00654	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00046	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0092__00817	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00088	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00348	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00052	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00151	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00055	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00050	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00051	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00053	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00053	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00054	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00055	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00056	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00057	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00058	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00059	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00065	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00260	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00063	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00063	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00064	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00084	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00085	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00067	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00068	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00069	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00070	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00084	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00072	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00073	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00214	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0003__00046	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00080	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0192__00015	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00147	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00728	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00091	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00250	pvrig_8x6b_chainB
