Nanobody-ID	Antigen-ID
P1MCPUFP__CPUFP500K_0040__00001	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00002	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00003	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00005	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00005	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00006	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00007	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00008	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00009	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00013	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00011	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00012	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00019	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00230	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00016	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0092__00322	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00032	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00039	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00019	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00069	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00023	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00021	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00022	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00024	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00024	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00025	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00026	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00027	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00028	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00029	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00030	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00034	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00109	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00033	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00034	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00035	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00046	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00050	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00038	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00039	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00040	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00041	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00049	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00043	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00044	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00118	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00710	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00049	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0092__00874	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00093	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00370	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00057	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00155	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00058	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00053	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00054	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00056	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00056	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00057	pvrig_8x6b_chainB
