Nanobody ID,Antigen ID,Prediction
P1MCPUFP__CPUFP500K_0057__00001,pvrig_8x6b_chainB,0.05802926421165466
P1MCPUFP__CPUFP500K_0048__00002,pvrig_8x6b_chainB,0.05420206859707832
P1MCPUFP__CPUFP500K_0046__00003,pvrig_8x6b_chainB,0.1317024827003479
P1MCPUFP__CPUFP500K_0049__00014,pvrig_8x6b_chainB,0.1272449791431427
P1MCPUFP__CPUFP500K_0040__00005,pvrig_8x6b_chainB,0.07712247222661972
P1MCPUFP__CPUFP500K_0038__00006,pvrig_8x6b_chainB,0.05233966186642647
P1MCPUFP__CPUFP500K_0037__00007,pvrig_8x6b_chainB,0.04366893693804741
P1MCPUFP__CPUFP500K_0028__00010,pvrig_8x6b_chainB,0.033589184284210205
P1MCPUFP__CPUFP500K_0030__00009,pvrig_8x6b_chainB,0.09769067168235779
P1MCPUFP__CPUFP500K_0029__00010,pvrig_8x6b_chainB,0.051729485392570496
P1MCPUFP__CPUFP500K_0020__00011,pvrig_8x6b_chainB,0.14568009972572327
P1MCPUFP__CPUFP500K_0019__00012,pvrig_8x6b_chainB,0.1439114660024643
P1MCPUFP__CPUFP500K_0021__00013,pvrig_8x6b_chainB,0.1823468953371048
P1MCPUFP__CPUFP500K_0012__00017,pvrig_8x6b_chainB,0.056746602058410645
P1MCPUFP__CPUFP500K_0010__00015,pvrig_8x6b_chainB,0.07165878266096115
P1MCPUFP__CPUFP500K_0013__00016,pvrig_8x6b_chainB,0.12880133092403412
P1MCPUFP__CPUFP500K_0008__00031,pvrig_8x6b_chainB,0.1173304095864296
P1MCPUFP__CPUFP500K_0002__00289,pvrig_8x6b_chainB,0.16024455428123474
P1MCPUFP__CPUFP500K_0001__00020,pvrig_8x6b_chainB,0.10536251217126846
P1MCPUFP__CPUFP500K_0092__00375,pvrig_8x6b_chainB,0.04775209352374077
P1MCPUFP__CPUFP500K_0091__00038,pvrig_8x6b_chainB,0.07562153786420822
P1MCPUFP__CPUFP500K_0193__00075,pvrig_8x6b_chainB,0.053167328238487244
P1MCPUFP__CPUFP500K_0084__00024,pvrig_8x6b_chainB,0.06213165447115898
P1MCPUFP__CPUFP500K_0082__00085,pvrig_8x6b_chainB,0.057145487517118454
P1MCPUFP__CPUFP500K_0085__00027,pvrig_8x6b_chainB,0.08739838749170303
P1MCPUFP__CPUFP500K_0076__00025,pvrig_8x6b_chainB,0.07686644792556763
P1MCPUFP__CPUFP500K_0074__00026,pvrig_8x6b_chainB,0.07724999636411667
P1MCPUFP__CPUFP500K_0073__00028,pvrig_8x6b_chainB,0.11934268474578857
P1MCPUFP__CPUFP500K_0064__00028,pvrig_8x6b_chainB,0.06108995899558067
P1MCPUFP__CPUFP500K_0066__00029,pvrig_8x6b_chainB,0.049434710294008255
P1MCPUFP__CPUFP500K_0065__00030,pvrig_8x6b_chainB,0.09425779432058334
