Nanobody-ID	Antigen-ID
P1MCPUFP__CPUFP500K_0046__00001	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00009	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00003	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00004	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00005	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00007	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00007	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00008	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00009	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00010	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00011	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00015	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00013	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00014	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00025	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00247	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00018	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0092__00351	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00034	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00059	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00022	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00077	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00025	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00023	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00024	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00026	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00026	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00027	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00028	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00029	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00030	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00031	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00032	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00036	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00130	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00035	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00036	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00037	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00048	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00054	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00040	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00041	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00042	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00043	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00052	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00045	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00046	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00121	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00766	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00051	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0092__00914	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00095	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00382	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00059	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00164	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00060	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00055	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00056	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00058	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00058	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00059	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00060	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00061	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00062	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00063	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00064	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00072	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00267	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00068	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00068	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00069	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00089	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00091	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00072	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00073	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00074	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00075	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00092	pvrig_8x6b_chainB
