schema_version	candidate_id	sequence_sha256	parent_framework_cluster	8x6b_successful_seed_count	8x6b_mean_selected_pose_count	8x6b_pair_contact_mass	8x6b_pvrig_soft_coverage	8x6b_pvrig_hard50_coverage	8x6b_full_hotspot_soft_coverage	8x6b_anchor_hotspot_soft_coverage	8x6b_holdout_hotspot_soft_coverage	8x6b_off_interface_soft_coverage	8x6b_interface_specificity	8x6b_cdr1_contact_mass	8x6b_cdr2_contact_mass	8x6b_cdr3_contact_mass	8x6b_framework_contact_mass	8x6b_cdr1_contact_fraction	8x6b_cdr2_contact_fraction	8x6b_cdr3_contact_fraction	8x6b_framework_contact_fraction	8x6b_pvrig_profile_entropy	8x6b_mean_pair_seed_std	8x6b_robust_pair_count	8x6b_observed_union_pair_count	9e6y_successful_seed_count	9e6y_mean_selected_pose_count	9e6y_pair_contact_mass	9e6y_pvrig_soft_coverage	9e6y_pvrig_hard50_coverage	9e6y_full_hotspot_soft_coverage	9e6y_anchor_hotspot_soft_coverage	9e6y_holdout_hotspot_soft_coverage	9e6y_off_interface_soft_coverage	9e6y_interface_specificity	9e6y_cdr1_contact_mass	9e6y_cdr2_contact_mass	9e6y_cdr3_contact_mass	9e6y_framework_contact_mass	9e6y_cdr1_contact_fraction	9e6y_cdr2_contact_fraction	9e6y_cdr3_contact_fraction	9e6y_framework_contact_fraction	9e6y_pvrig_profile_entropy	9e6y_mean_pair_seed_std	9e6y_robust_pair_count	9e6y_observed_union_pair_count	dual_mean_successful_seed_count	dual_min_successful_seed_count	dual_abs_gap_successful_seed_count	dual_mean_mean_selected_pose_count	dual_min_mean_selected_pose_count	dual_abs_gap_mean_selected_pose_count	dual_mean_pair_contact_mass	dual_min_pair_contact_mass	dual_abs_gap_pair_contact_mass	dual_mean_pvrig_soft_coverage	dual_min_pvrig_soft_coverage	dual_abs_gap_pvrig_soft_coverage	dual_mean_pvrig_hard50_coverage	dual_min_pvrig_hard50_coverage	dual_abs_gap_pvrig_hard50_coverage	dual_mean_full_hotspot_soft_coverage	dual_min_full_hotspot_soft_coverage	dual_abs_gap_full_hotspot_soft_coverage	dual_mean_anchor_hotspot_soft_coverage	dual_min_anchor_hotspot_soft_coverage	dual_abs_gap_anchor_hotspot_soft_coverage	dual_mean_holdout_hotspot_soft_coverage	dual_min_holdout_hotspot_soft_coverage	dual_abs_gap_holdout_hotspot_soft_coverage	dual_mean_off_interface_soft_coverage	dual_min_off_interface_soft_coverage	dual_abs_gap_off_interface_soft_coverage	dual_mean_interface_specificity	dual_min_interface_specificity	dual_abs_gap_interface_specificity	dual_mean_cdr1_contact_mass	dual_min_cdr1_contact_mass	dual_abs_gap_cdr1_contact_mass	dual_mean_cdr2_contact_mass	dual_min_cdr2_contact_mass	dual_abs_gap_cdr2_contact_mass	dual_mean_cdr3_contact_mass	dual_min_cdr3_contact_mass	dual_abs_gap_cdr3_contact_mass	dual_mean_framework_contact_mass	dual_min_framework_contact_mass	dual_abs_gap_framework_contact_mass	dual_mean_cdr1_contact_fraction	dual_min_cdr1_contact_fraction	dual_abs_gap_cdr1_contact_fraction	dual_mean_cdr2_contact_fraction	dual_min_cdr2_contact_fraction	dual_abs_gap_cdr2_contact_fraction	dual_mean_cdr3_contact_fraction	dual_min_cdr3_contact_fraction	dual_abs_gap_cdr3_contact_fraction	dual_mean_framework_contact_fraction	dual_min_framework_contact_fraction	dual_abs_gap_framework_contact_fraction	dual_mean_pvrig_profile_entropy	dual_min_pvrig_profile_entropy	dual_abs_gap_pvrig_profile_entropy	dual_mean_mean_pair_seed_std	dual_min_mean_pair_seed_std	dual_abs_gap_mean_pair_seed_std	dual_mean_robust_pair_count	dual_min_robust_pair_count	dual_abs_gap_robust_pair_count	dual_mean_observed_union_pair_count	dual_min_observed_union_pair_count	dual_abs_gap_observed_union_pair_count	dual_pvrig_profile_jsd
pvrig_v5_rc_open_train_docking_contacts_v1	RFV1__PLDNANO_VHH_00010__A_CENTER__H1H3__B03__M00	380818b8547136ce4c04c099823213baa07d66ed307f565b756e300cc265e133	C0009	3	8.0	36.05250211793422	8.582797041300998	1	6.977050081031072	3.653667429982248	3.3233826510488216	1.605746960269924	0.8129109948023981	8.143410230723278	9.104235680204466	15.32349180889383	3.4813643981126536	0.22587642333629768	0.2525271519414346	0.4250326859081218	0.09656373881414623	0.9631516845594527	0.08522678905458769	231	353	3	8.0	34.665583656343955	10.60696569283133	10	8.77430635593902	4.839511232603109	3.9347951233359098	1.8326593368923112	0.8272211497647338	8.792817713954326	7.669335707951354	14.741823566492837	3.461606667945472	0.25364689662004875	0.2212377493476251	0.42525819592813974	0.09985715810418737	0.9545197492053541	0.07422437154484292	159	337	3.0	3.0	0.0	8.0	8.0	0.0	35.35904288713908	34.665583656343955	1.3869184615902626	9.594881367066165	8.582797041300998	2.024168651530333	5.5	1.0	9.0	7.875678218485046	6.977050081031072	1.797256274907948	4.246589331292679	3.653667429982248	1.185843802620861	3.6290888871923657	3.3233826510488216	0.6114124722870882	1.7192031485811174	1.605746960269924	0.22691237662238728	0.820066072283566	0.8129109948023981	0.014310154962335675	8.468113972338802	8.143410230723278	0.6494074832310481	8.38678569407791	7.669335707951354	1.4348999722531124	15.032657687693334	14.741823566492837	0.581668242400994	3.471485533029063	3.461606667945472	0.01975773016718163	0.23976165997817322	0.22587642333629768	0.027770473283751068	0.23688245064452984	0.2212377493476251	0.031289402593809496	0.4251454409181308	0.4250326859081218	0.0002255100200179161	0.0982104484591668	0.09656373881414623	0.0032934192900411358	0.9588357168824033	0.9545197492053541	0.008631935354098563	0.0797255802997153	0.07422437154484292	0.011002417509744775	195.0	159.0	72.0	345.0	337.0	16.0	0.07891808434574452
pvrig_v5_rc_open_train_docking_contacts_v1	RFV1__PLDNANO_VHH_00010__A_CENTER__H1H3__B05__M02	7c691e17ce5134557989c6a836402ab5720b7efa1e9aae15f2c43cbed1939523	C0009	3	8.0	32.28903352721864	8.972137249331906	5	8.157614663521718	4.1036729155279135	4.053941747993804	0.814522585810189	0.9092164371570618	10.18302425668207	10.065234339499693	9.60595309279985	2.434821838237062	0.31537098340518926	0.3117229981818755	0.29749893519427684	0.07540708321865947	0.9647026561029767	0.09472839721343579	158	282	3	8.0	36.082269790447185	12.199343098147663	15	11.146880510929803	5.888624864780798	5.258255646149004	1.0524625872178623	0.9137279295491192	10.106281186800182	11.575076676051896	9.951871836764383	4.449040090830732	0.2800899512556671	0.32079679973781494	0.2758105821657359	0.12330266684078228	0.9497908282101523	0.06382492078647047	122	235	3.0	3.0	0.0	8.0	8.0	0.0	34.18565165883291	32.28903352721864	3.7932362632285432	10.585740173739785	8.972137249331906	3.227205848815757	10.0	5.0	10.0	9.65224758722576	8.157614663521718	2.9892658474080847	4.996148890154355	4.1036729155279135	1.7849519492528847	4.656098697071403	4.053941747993804	1.2043138981552	0.9334925865140257	0.814522585810189	0.23794000140767335	0.9114721833530905	0.9092164371570618	0.004511492392057392	10.144652721741126	10.106281186800182	0.07674306988188917	10.820155507775794	10.065234339499693	1.5098423365522038	9.778912464782117	9.60595309279985	0.3459187439645319	3.4419309645338974	2.434821838237062	2.0142182525936705	0.2977304673304282	0.2800899512556671	0.03528103214952216	0.3162598989598452	0.3117229981818755	0.009073801555939454	0.28665475868000634	0.2758105821657359	0.02168835302854094	0.09935487502972087	0.07540708321865947	0.04789558362212282	0.9572467421565645	0.9497908282101523	0.014911827892824414	0.07927665899995312	0.06382492078647047	0.030903476426965323	140.0	122.0	36.0	258.5	235.0	47.0	0.07062218975482547
pvrig_v5_rc_open_train_docking_contacts_v1	RFV1__PLDNANO_VHH_00010__A_CENTER__H3__B05__M01	109e499250750bbd18c22b928871128c437793358ac8936d36c37c71bada8e36	C0009	3	7.333333333333333	37.52555468076417	14.404366298503817	12	12.504598537384835	6.614177116236425	5.890421421148411	1.8997677611189787	0.8681116737973882	13.073846116617618	10.893938728452461	9.34970039021651	4.2080694454776015	0.3483984774599309	0.29030720054983655	0.24915555465484499	0.11213876733538823	0.9545804059108582	0.14004173580268042	123	220	3	8.0	42.69648169247364	11.86727386046607	8	10.478842141628746	5.253480713885906	5.22536142774284	1.388431718837323	0.8830033135526887	16.20046646652579	10.659603992380685	10.597126153558143	5.239285080009065	0.3794332887475724	0.24966000873696617	0.24819670692974596	0.12270999558571648	0.9517525586558501	0.08799423947951986	196	264	3.0	3.0	0.0	7.666666666666666	7.333333333333333	0.666666666666667	40.11101818661891	37.52555468076417	5.170927011709473	13.135820079484944	11.86727386046607	2.537092438037746	10.0	8.0	4.0	11.491720339506792	10.478842141628746	2.0257563957560887	5.933828915061165	5.253480713885906	1.360696402350519	5.557891424445625	5.22536142774284	0.6650599934055714	1.644099739978151	1.388431718837323	0.5113360422816557	0.8755574936750384	0.8681116737973882	0.014891639755300501	14.637156291571703	13.073846116617618	3.126620349908171	10.776771360416573	10.659603992380685	0.23433473607177646	9.973413271887328	9.34970039021651	1.2474257633416332	4.723677262743333	4.2080694454776015	1.0312156345314634	0.36391588310375167	0.3483984774599309	0.03103481128764146	0.2699836046434014	0.24966000873696617	0.04064719181287038	0.24867613079229547	0.24819670692974596	0.0009588477250990213	0.11742438146055235	0.11213876733538823	0.010571228250328246	0.9531664822833541	0.9517525586558501	0.0028278472550081757	0.11401798764110013	0.08799423947951986	0.052047496323160566	159.5	123.0	73.0	242.0	220.0	44.0	0.033914146002732244
pvrig_v5_rc_open_train_docking_contacts_v1	RFV1__PLDNANO_VHH_00010__A_CENTER__H3__B06__M01	1b6f39ac8b3ee2644086560347729790bfd2205c84c6b684384b4e2b44da4f41	C0009	3	8.0	36.261027003438635	12.578590091492806	16	10.701121912798211	5.165745565715002	5.53537634708321	1.8774681786945973	0.85074096818177	14.269524923826996	11.106354103037862	9.384481999615174	1.5006659769586106	0.39352236003888735	0.30628901111887	0.2588035357830666	0.041385093059176245	0.9687252182431875	0.0833044631383415	129	278	3	8.0	30.726485363265276	7.571082375293599	0	6.3109537372518645	3.2842504257980027	3.0267033114538617	1.2601286380417347	0.8335603054387758	9.278000422403252	10.214646050472753	8.307234657704932	2.9266042326843866	0.30195449667326635	0.33243782781237863	0.27036071843207155	0.09524695708228502	0.9657572867848303	0.08197278926895983	183	360	3.0	3.0	0.0	8.0	8.0	0.0	33.493756183351955	30.726485363265276	5.534541640173359	10.074836233393203	7.571082375293599	5.007507716199207	8.0	0.0	16.0	8.506037825025038	6.3109537372518645	4.390168175546346	4.224997995756502	3.2842504257980027	1.8814951399169995	4.281039829268535	3.0267033114538617	2.508673035629348	1.568798408368166	1.2601286380417347	0.6173395406528626	0.8421506368102729	0.8335603054387758	0.017180662742994235	11.773762673115124	9.278000422403252	4.9915245014237435	10.660500076755309	10.214646050472753	0.8917080525651091	8.845858328660054	8.307234657704932	1.0772473419102422	2.2136351048214986	1.5006659769586106	1.425938255725776	0.3477384283560768	0.30195449667326635	0.091567863365621	0.3193634194656243	0.30628901111887	0.026148816693508603	0.26458212710756907	0.2588035357830666	0.01155718264900496	0.06831602507073063	0.041385093059176245	0.053861864023108774	0.9672412525140088	0.9657572867848303	0.0029679314583571648	0.08263862620365067	0.08197278926895983	0.0013316738693816693	156.0	129.0	54.0	319.0	278.0	82.0	0.11282558351913147
pvrig_v5_rc_open_train_docking_contacts_v1	RFV1__PLDNANO_VHH_00010__B_LOWER__H1H3__B01__M00	63b5fd5257ea2dc9ec2367a0c1659f5c0fd82639f7a8a45be30f872e2fd2fcf6	C0009	3	8.0	29.92597686832418	9.297803796893614	6	7.7567551590215125	4.044024393035974	3.7127307659855395	1.5410486378721024	0.8342567049665035	9.144337944100473	9.717059106307115	9.326731540741953	1.7378482771746462	0.3055652279735437	0.32470315502356595	0.31166005312976236	0.05807156387312825	0.943264756525964	0.09985409312899833	169	330	3	8.0	29.121424931903764	9.3287239291317	6	7.251646990457768	3.735986219044981	3.5156607714127897	2.077076938673928	0.7773460813662154	8.930667264742883	9.563658050102362	8.592295037018246	2.034804580040304	0.30666999590940197	0.32840625321273226	0.2950506390779326	0.06987311179993425	0.9618700137350822	0.08672464797638016	142	314	3.0	3.0	0.0	8.0	8.0	0.0	29.523700900113973	29.121424931903764	0.8045519364204168	9.313263863012658	9.297803796893614	0.03092013223808543	6.0	6.0	0.0	7.50420107473964	7.251646990457768	0.5051081685637442	3.8900053060404773	3.735986219044981	0.308038173990993	3.6141957686991644	3.5156607714127897	0.19706999457274987	1.8090627882730153	1.5410486378721024	0.5360283008018254	0.8058013931663595	0.7773460813662154	0.05691062360028809	9.037502604421679	8.930667264742883	0.21367067935758932	9.640358578204738	9.563658050102362	0.15340105620475342	8.9595132888801	8.592295037018246	0.7344365037237068	1.8863264286074752	1.7378482771746462	0.2969563028656579	0.3061176119414728	0.3055652279735437	0.0011047679358582863	0.32655470411814913	0.32470315502356595	0.0037030981891663095	0.3033553461038475	0.2950506390779326	0.01660941405182975	0.06397233783653125	0.05807156387312825	0.011801547926805996	0.9525673851305231	0.943264756525964	0.01860525720911821	0.09328937055268924	0.08672464797638016	0.013129445152618172	155.5	142.0	27.0	322.0	314.0	16.0	0.15075004091675617
pvrig_v5_rc_open_train_docking_contacts_v1	RFV1__PLDNANO_VHH_00010__B_LOWER__H1H3__B01__M01	9d51571191a746d5ff89a25b5a29855a4138e8186def53af94247032ede83132	C0009	3	7.666666666666667	31.407440508161137	10.224355294591824	3	9.062034797783175	3.8613825352063587	5.200652262576818	1.1623204968086498	0.8863184559496421	14.338883467727992	5.69671497085941	7.326748669486201	4.045093400087523	0.4565441575540698	0.18138106380808502	0.23328066696750935	0.12879411167033544	0.9680892543261435	0.1295674690399014	124	198	3	8.0	39.69632685125564	12.884575481746298	17	10.936258641071483	5.084607011338193	5.851651629733288	1.9483168406748137	0.8487868813811512	17.32364509941322	7.849319429715929	7.484087045008302	7.039275277118204	0.4364042336795011	0.1977341495380106	0.18853349008969003	0.17732812669279863	0.9541327318935968	0.06627712180385947	163	210	3.0	3.0	0.0	7.833333333333334	7.666666666666667	0.33333333333333304	35.55188367970839	31.407440508161137	8.288886343094504	11.55446538816906	10.224355294591824	2.660220187154474	10.0	3.0	14.0	9.99914671942733	9.062034797783175	1.8742238432883074	4.4729947732722755	3.8613825352063587	1.223224476131834	5.5261519461550535	5.200652262576818	0.6509993671564702	1.5553186687417317	1.1623204968086498	0.7859963438661639	0.8675526686653967	0.8487868813811512	0.03753157456849088	15.831264283570606	14.338883467727992	2.9847616316852275	6.773017200287669	5.69671497085941	2.152604458856519	7.405417857247251	7.326748669486201	0.15733837552210073	5.542184338602864	4.045093400087523	2.994181877030681	0.4464741956167855	0.4364042336795011	0.0201399238745687	0.18955760667304783	0.18138106380808502	0.01635308572992558	0.2109070785285997	0.18853349008969003	0.04474717687781932	0.15306111918156703	0.12879411167033544	0.048534015022463184	0.9611109931098701	0.9541327318935968	0.013956522432546636	0.09792229542188044	0.06627712180385947	0.06329034723604193	143.5	124.0	39.0	204.0	198.0	12.0	0.05278049526195369
pvrig_v5_rc_open_train_docking_contacts_v1	RFV1__PLDNANO_VHH_00010__B_LOWER__H1H3__B11__M00	ed9ad0c2b025aff7aea5de44d37696330af81a15b6e0dbf2b66dbaef51e553ef	C0009	3	6.0	43.337429909119294	18.372023220836823	20	14.681324219117958	7.20639542284158	7.4749287962763775	3.69069900171886	0.7991130885610348	13.052991992333421	7.625224836780109	16.055307403398704	6.603905676607059	0.3011944183055198	0.17595009332049866	0.37047207084193656	0.15238341753204498	0.9738799363631839	0.09721722286541702	78	177	3	7.0	39.95164529376685	15.765472969547188	20	13.16337908291323	6.989417279351526	6.173961803561707	2.6020938866339587	0.834949836794608	12.85659455746995	9.03860375592561	12.784822296640245	5.27162468373105	0.32180388224151063	0.226238586407749	0.3200074040163472	0.13195012733439326	0.9665746402637809	0.07559004267819623	108	229	3.0	3.0	0.0	6.5	6.0	1.0	41.644537601443076	39.95164529376685	3.385784615352442	17.068748095192007	15.765472969547188	2.606550251289635	20.0	20.0	0.0	13.922351651015592	13.16337908291323	1.5179451362047285	7.097906351096553	6.989417279351526	0.21697814349005373	6.824445299919042	6.173961803561707	1.3009669927146703	3.1463964441764096	2.6020938866339587	1.0886051150849014	0.8170314626778215	0.7991130885610348	0.03583674823357319	12.954793274901686	12.85659455746995	0.19639743486347072	8.33191429635286	7.625224836780109	1.4133789191455008	14.420064850019475	12.784822296640245	3.270485106758459	5.9377651801690545	5.27162468373105	1.3322809928760098	0.3114991502735152	0.3011944183055198	0.020609463935990835	0.20109433986412384	0.17595009332049866	0.050288493087250336	0.3452397374291419	0.3200074040163472	0.050464666825589366	0.14216677243321912	0.13195012733439326	0.02043329019765172	0.9702272883134824	0.9665746402637809	0.0073052960994030025	0.08640363277180663	0.07559004267819623	0.02162718018722079	93.0	78.0	30.0	203.0	177.0	52.0	0.023364045792447715
pvrig_v5_rc_open_train_docking_contacts_v1	RFV1__PLDNANO_VHH_00010__B_LOWER__H3__B02__M01	9ae5ed7298cfdf952de8dc333b7edd4e15ca671d3e22843e24b41abaeab53ea6	C0009	3	8.0	30.364320880682854	8.399445523827376	4	7.640617415524405	3.411052619116611	4.229564796407794	0.7588281083029713	0.9096573570064425	11.803101457343214	7.145925370705639	8.356831913835734	3.058462138798304	0.38871613508906433	0.23533954204955485	0.27521879862467713	0.10072552423670485	0.9718218316178044	0.09800113291664986	138	228	3	8.0	27.819475708520102	8.202659704320066	5	7.659158604051285	4.144041756646172	3.515116847405112	0.5435011002687817	0.9337408694423179	10.368113883174887	5.985267981345319	10.487661747649039	0.9784320963508581	0.37269264136417596	0.21514668515166327	0.3769899137400726	0.03517075974408819	0.9563431586605514	0.09063274191995312	124	236	3.0	3.0	0.0	8.0	8.0	0.0	29.091898294601478	27.819475708520102	2.544845172162752	8.301052614073722	8.202659704320066	0.19678581950731022	4.5	4.0	1.0	7.649888009787845	7.640617415524405	0.018541188526880248	3.7775471878813915	3.411052619116611	0.732989137529561	3.872340821906453	3.515116847405112	0.7144479490026816	0.6511646042858765	0.5435011002687817	0.21532700803418958	0.9216991132243801	0.9096573570064425	0.024083512435875476	11.085607670259051	10.368113883174887	1.4349875741683267	6.5655966760254785	5.985267981345319	1.1606573893603196	9.422246830742386	8.356831913835734	2.130829833813305	2.0184471175745813	0.9784320963508581	2.080030042447446	0.3807043882266201	0.37269264136417596	0.01602349372488837	0.22524311360060906	0.21514668515166327	0.020192856897891576	0.3261043561823749	0.27521879862467713	0.1017711151153955	0.06794814199039652	0.03517075974408819	0.06555476449261666	0.964082495139178	0.9563431586605514	0.015478672957253026	0.0943169374183015	0.09063274191995312	0.0073683909966967415	131.0	124.0	14.0	232.0	228.0	8.0	0.10816991297382088
pvrig_v5_rc_open_train_docking_contacts_v1	RFV1__PLDNANO_VHH_00010__B_LOWER__H3__B10__M01	d8f7df2f9a77c113a8b78d058828d79371e87c273370b3dc43aac6fe927632bd	C0009	3	8.0	27.037690919342552	7.619218445435025	0	6.41628586748855	3.2283342642010195	3.187951603287528	1.202932577946474	0.8421186389967334	8.651951637187233	7.98424822559874	8.093137854442423	2.308353202114163	0.31999595168823	0.2953006693292315	0.29932799655804393	0.08537538242449488	0.9657076335963118	0.09240880596846938	168	342	3	8.0	30.537169920161915	9.017455334527902	2	7.027503574031785	3.645880297503184	3.3816232765285994	1.9899517604961168	0.7793222492739634	10.871131439266934	7.113533168059672	9.129353559069534	3.423151753765818	0.35599669084230884	0.2329467068054339	0.2989587307185907	0.112097871633668	0.9772895133731934	0.07540429949821276	172	300	3.0	3.0	0.0	8.0	8.0	0.0	28.787430419752233	27.037690919342552	3.4994790008193633	8.318336889981463	7.619218445435025	1.3982368890928774	1.0	0.0	2.0	6.721894720760167	6.41628586748855	0.6112177065432354	3.4371072808521017	3.2283342642010195	0.41754603330216433	3.2847874399080634	3.187951603287528	0.19367167324107148	1.5964421692212953	1.202932577946474	0.7870191825496429	0.8107204441353484	0.7793222492739634	0.06279638972277002	9.761541538227084	8.651951637187233	2.219179802079701	7.548890696829206	7.113533168059672	0.8707150575390674	8.611245706755978	8.093137854442423	1.0362157046271108	2.8657524779399903	2.308353202114163	1.114798551651655	0.3379963212652694	0.31999595168823	0.036000739154078865	0.26412368806733266	0.2329467068054339	0.0623539625237976	0.2991433636383173	0.2989587307185907	0.00036926583945323666	0.09873662702908144	0.08537538242449488	0.02672248920917311	0.9714985734847525	0.9657076335963118	0.01158187977688152	0.08390655273334108	0.07540429949821276	0.017004506470256628	170.0	168.0	4.0	321.0	300.0	42.0	0.0765016885496665
pvrig_v5_rc_open_train_docking_contacts_v1	RFV1__PLDNANO_VHH_00010__C_CROSS__H1H3__B03__M01	42413d6ce6fb55f1e40a31eda7dce36e9139777eeca3e2a53ecd93fffef19080	C0009	3	8.0	26.68351907921364	8.22710442710531	5	7.1531173896403795	3.7064234893934804	3.446693900246901	1.0739870374649283	0.8694574686658245	10.55704523941978	6.80588293842953	8.196952391374724	1.1236385099896276	0.39563916618643	0.25505942144382626	0.30719158020503073	0.0421098321647139	0.9533102643430443	0.09032016958904136	132	294	3	6.666666666666667	25.026063519347193	9.667764284535076	9	8.912127580960584	5.250838479394251	3.661289101566334	0.7556367035744916	0.9218395606952026	9.30215917798848	6.723901995182578	8.101036223921488	0.8989661222546605	0.37169885590664914	0.26867597414928845	0.3237039743649146	0.035921195579148364	0.9550306278243696	0.11033239018896455	87	238	3.0	3.0	0.0	7.333333333333334	6.666666666666667	1.333333333333333	25.854791299280414	25.026063519347193	1.6574555598664453	8.947434355820192	8.22710442710531	1.4406598574297664	7.0	5.0	4.0	8.032622485300482	7.1531173896403795	1.759010191320205	4.478630984393866	3.7064234893934804	1.5444149900007709	3.5539915009066174	3.446693900246901	0.21459520131943322	0.9148118705197099	0.7556367035744916	0.31835033389043665	0.8956485146805135	0.8694574686658245	0.05238209202937805	9.92960220870413	9.30215917798848	1.2548860614313	6.764892466806054	6.723901995182578	0.08198094324695226	8.148994307648106	8.101036223921488	0.09591616745323606	1.0113023161221442	0.8989661222546605	0.224672387734967	0.3836690110465396	0.37169885590664914	0.023940310279780885	0.2618676977965574	0.25505942144382626	0.013616552705462193	0.31544777728497264	0.30719158020503073	0.01651239415988387	0.03901551387193113	0.035921195579148364	0.006188636585565538	0.954170446083707	0.9533102643430443	0.0017203634813253155	0.10032627988900296	0.09032016958904136	0.02001222059992319	109.5	87.0	45.0	266.0	238.0	56.0	0.09723316726484506
