Nanobody-ID	Antigen-ID
P1MCPUFP__CPUFP500K_0055__00001	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00002	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00003	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00005	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00017	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00006	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00007	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00008	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00014	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00011	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00011	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00012	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00013	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00014	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00018	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00016	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00017	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00033	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00338	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00021	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0092__00381	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00041	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00080	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00025	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00086	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00029	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00026	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00027	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00029	pvrig_8x6b_chainB
