Nanobody ID,Antigen ID,Prediction
P1MCPUFP__CPUFP500K_0076__00001,pvrig_8x6b_chainB,0.12860877811908722
P1MCPUFP__CPUFP500K_0074__00002,pvrig_8x6b_chainB,0.14184050261974335
P1MCPUFP__CPUFP500K_0073__00003,pvrig_8x6b_chainB,0.09281042963266373
P1MCPUFP__CPUFP500K_0064__00004,pvrig_8x6b_chainB,0.11192342638969421
P1MCPUFP__CPUFP500K_0066__00005,pvrig_8x6b_chainB,0.06696610897779465
P1MCPUFP__CPUFP500K_0065__00006,pvrig_8x6b_chainB,0.07153230160474777
P1MCPUFP__CPUFP500K_0056__00007,pvrig_8x6b_chainB,0.04577292129397392
P1MCPUFP__CPUFP500K_0055__00008,pvrig_8x6b_chainB,0.07333842664957047
P1MCPUFP__CPUFP500K_0057__00009,pvrig_8x6b_chainB,0.10528173297643661
P1MCPUFP__CPUFP500K_0048__00010,pvrig_8x6b_chainB,0.09524502605199814
P1MCPUFP__CPUFP500K_0046__00013,pvrig_8x6b_chainB,0.038841381669044495
P1MCPUFP__CPUFP500K_0049__00038,pvrig_8x6b_chainB,0.04730987548828125
P1MCPUFP__CPUFP500K_0040__00013,pvrig_8x6b_chainB,0.047030139714479446
P1MCPUFP__CPUFP500K_0038__00014,pvrig_8x6b_chainB,0.08434036374092102
P1MCPUFP__CPUFP500K_0037__00015,pvrig_8x6b_chainB,0.039439957588911057
P1MCPUFP__CPUFP500K_0028__00022,pvrig_8x6b_chainB,0.07832121849060059
P1MCPUFP__CPUFP500K_0030__00020,pvrig_8x6b_chainB,0.08835357427597046
P1MCPUFP__CPUFP500K_0029__00018,pvrig_8x6b_chainB,0.06350230425596237
P1MCPUFP__CPUFP500K_0020__00019,pvrig_8x6b_chainB,0.19249539077281952
P1MCPUFP__CPUFP500K_0019__00020,pvrig_8x6b_chainB,0.22824974358081818
P1MCPUFP__CPUFP500K_0021__00021,pvrig_8x6b_chainB,0.12383141368627548
P1MCPUFP__CPUFP500K_0012__00026,pvrig_8x6b_chainB,0.05603052303195
P1MCPUFP__CPUFP500K_0010__00023,pvrig_8x6b_chainB,0.038665805011987686
P1MCPUFP__CPUFP500K_0013__00024,pvrig_8x6b_chainB,0.09659939259290695
P1MCPUFP__CPUFP500K_0008__00053,pvrig_8x6b_chainB,0.10602494329214096
P1MCPUFP__CPUFP500K_0002__00427,pvrig_8x6b_chainB,0.09206052869558334
P1MCPUFP__CPUFP500K_0001__00029,pvrig_8x6b_chainB,0.08513668924570084
P1MCPUFP__CPUFP500K_0092__00496,pvrig_8x6b_chainB,0.07625994086265564
P1MCPUFP__CPUFP500K_0091__00060,pvrig_8x6b_chainB,0.053744684904813766
P1MCPUFP__CPUFP500K_0193__00167,pvrig_8x6b_chainB,0.12978513538837433
P1MCPUFP__CPUFP500K_0084__00033,pvrig_8x6b_chainB,0.14270563423633575
P1MCPUFP__CPUFP500K_0082__00097,pvrig_8x6b_chainB,0.06369699537754059
P1MCPUFP__CPUFP500K_0085__00036,pvrig_8x6b_chainB,0.1058368980884552
P1MCPUFP__CPUFP500K_0076__00033,pvrig_8x6b_chainB,0.12930406630039215
P1MCPUFP__CPUFP500K_0074__00034,pvrig_8x6b_chainB,0.153085395693779
P1MCPUFP__CPUFP500K_0073__00036,pvrig_8x6b_chainB,0.0747310221195221
P1MCPUFP__CPUFP500K_0064__00036,pvrig_8x6b_chainB,0.08211616426706314
P1MCPUFP__CPUFP500K_0066__00037,pvrig_8x6b_chainB,0.060524243861436844
P1MCPUFP__CPUFP500K_0065__00038,pvrig_8x6b_chainB,0.09993094205856323
P1MCPUFP__CPUFP500K_0056__00039,pvrig_8x6b_chainB,0.06531646847724915
P1MCPUFP__CPUFP500K_0055__00040,pvrig_8x6b_chainB,0.06639144569635391
P1MCPUFP__CPUFP500K_0057__00041,pvrig_8x6b_chainB,0.03752150759100914
P1MCPUFP__CPUFP500K_0048__00042,pvrig_8x6b_chainB,0.1029248759150505
P1MCPUFP__CPUFP500K_0046__00046,pvrig_8x6b_chainB,0.05637671425938606
P1MCPUFP__CPUFP500K_0049__00185,pvrig_8x6b_chainB,0.06035693362355232
P1MCPUFP__CPUFP500K_0040__00046,pvrig_8x6b_chainB,0.06667640805244446
P1MCPUFP__CPUFP500K_0038__00046,pvrig_8x6b_chainB,0.036893121898174286
P1MCPUFP__CPUFP500K_0037__00047,pvrig_8x6b_chainB,0.05927414074540138
P1MCPUFP__CPUFP500K_0028__00059,pvrig_8x6b_chainB,0.05205003544688225
