Nanobody-ID	Antigen-ID
P1MCPUFP__CPUFP500K_0048__00001	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00002	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00012	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00004	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00005	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00006	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00009	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00008	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00009	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00010	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00011	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00012	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00016	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00014	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00015	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00030	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00281	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00019	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0092__00357	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00035	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00065	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00023	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00081	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00026	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00024	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00025	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00027	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00027	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00028	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00029	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00030	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00031	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00032	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00033	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00037	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00135	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00036	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00037	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00038	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00049	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00055	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00041	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00042	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00043	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00044	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00053	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00046	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00047	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00122	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00786	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00052	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0096__00054	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00096	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00400	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00060	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00165	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00063	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00056	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00057	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00059	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00059	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00060	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00061	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00062	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00063	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00064	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00066	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00073	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00268	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00069	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00069	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00070	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00090	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00092	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00073	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00074	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00075	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00076	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00093	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00078	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00080	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00233	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0003__00096	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00086	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0192__00038	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00164	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00846	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00097	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00272	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00101	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00088	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00091	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00091	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00091	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00092	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00093	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00094	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00096	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00096	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00098	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00108	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00403	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00101	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00101	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00102	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00128	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00133	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00106	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00106	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00107	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00109	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00134	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00110	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00112	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00329	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0003__00276	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00124	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0192__00249	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00228	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0197__00658	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00136	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00378	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00135	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00120	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00124	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00123	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00123	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00124	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00125	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00126	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00128	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00129	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00130	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00144	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00520	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00133	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00134	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00135	pvrig_8x6b_chainB
