candidate_id,input_row_index,model_key,model_family,model_name,model_version,status,raw_score,raw_prediction,raw_score_name,raw_site_scores_json,raw_site_positions_json,raw_components_json,checkpoint_path,checkpoint_status,checkpoint_size_bytes,checkpoint_mtime,source_model_root,source_script,adapter_version,evidence_boundary,error
zym_test_6823,0,nanobind_pro,NanoBind,NanoBind-pro,local_checkout_esm2_t6_8M_UR50D,ok,0.01884824596,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_pro(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,144160852,2026-07-06T17:16:44+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_pro.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_7635,1,nanobind_pro,NanoBind,NanoBind-pro,local_checkout_esm2_t6_8M_UR50D,ok,0.01165827736,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_pro(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,144160852,2026-07-06T17:16:44+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_pro.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_6720,2,nanobind_pro,NanoBind,NanoBind-pro,local_checkout_esm2_t6_8M_UR50D,ok,0.02302495949,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_pro(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,144160852,2026-07-06T17:16:44+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_pro.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_1937,3,nanobind_pro,NanoBind,NanoBind-pro,local_checkout_esm2_t6_8M_UR50D,ok,0.01752476394,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_pro(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,144160852,2026-07-06T17:16:44+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_pro.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_6847,4,nanobind_pro,NanoBind,NanoBind-pro,local_checkout_esm2_t6_8M_UR50D,ok,0.01421530731,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_pro(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,144160852,2026-07-06T17:16:44+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_pro.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_9290,5,nanobind_pro,NanoBind,NanoBind-pro,local_checkout_esm2_t6_8M_UR50D,ok,0.01983164065,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_pro(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,144160852,2026-07-06T17:16:44+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_pro.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_5495,6,nanobind_pro,NanoBind,NanoBind-pro,local_checkout_esm2_t6_8M_UR50D,ok,0.007199221756,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_pro(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,144160852,2026-07-06T17:16:44+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_pro.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_9743,7,nanobind_pro,NanoBind,NanoBind-pro,local_checkout_esm2_t6_8M_UR50D,ok,0.02837001905,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_pro(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,144160852,2026-07-06T17:16:44+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_pro.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_9666,8,nanobind_pro,NanoBind,NanoBind-pro,local_checkout_esm2_t6_8M_UR50D,ok,0.04587443545,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_pro(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,144160852,2026-07-06T17:16:44+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_pro.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_208099,9,nanobind_pro,NanoBind,NanoBind-pro,local_checkout_esm2_t6_8M_UR50D,ok,0.01225165837,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_pro(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,144160852,2026-07-06T17:16:44+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_pro.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
