source_shard	release_rank	candidate_id	in_frozen_unstarted_candidates	started_source_job_count	started_source_job_ids	eligible	exclusion_reason
0	1	NODE1GEN_111735_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb291_mpn02_arm_P5_qkg_L_backbone_P5_qkg_L_bb291_status_NEEDS_RF2_AND_DOCKING	false	8	CANDIDATE_NODE1GEN_111735_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb291_mpn02_arm_P5_qkg_L_backbone_P5_qkg_L_bb291_status_NEEDS_RF2_AND_DOCKING_8x6b_s1931_9b6e20ba97fd,CANDIDATE_NODE1GEN_111735_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb291_mpn02_arm_P5_qkg_L_backbone_P5_qkg_L_bb291_status_NEEDS_RF2_AND_DOCKING_8x6b_s3047_b13486bcfb65,CANDIDATE_NODE1GEN_111735_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb291_mpn02_arm_P5_qkg_L_backbone_P5_qkg_L_bb291_status_NEEDS_RF2_AND_DOCKING_8x6b_s42_1abf9b3a1041,CANDIDATE_NODE1GEN_111735_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb291_mpn02_arm_P5_qkg_L_backbone_P5_qkg_L_bb291_status_NEEDS_RF2_AND_DOCKING_8x6b_s917_38a82c4e399d,CANDIDATE_NODE1GEN_111735_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb291_mpn02_arm_P5_qkg_L_backbone_P5_qkg_L_bb291_status_NEEDS_RF2_AND_DOCKING_9e6y_s1931_cf5ad4711ba8,CANDIDATE_NODE1GEN_111735_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb291_mpn02_arm_P5_qkg_L_backbone_P5_qkg_L_bb291_status_NEEDS_RF2_AND_DOCKING_9e6y_s3047_b276a078dcbf,CANDIDATE_NODE1GEN_111735_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb291_mpn02_arm_P5_qkg_L_backbone_P5_qkg_L_bb291_status_NEEDS_RF2_AND_DOCKING_9e6y_s42_b2911b116437,CANDIDATE_NODE1GEN_111735_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_qkg_L_bb291_mpn02_arm_P5_qkg_L_backbone_P5_qkg_L_bb291_status_NEEDS_RF2_AND_DOCKING_9e6y_s917_76ae1209ca2f	false	NOT_IN_FROZEN_UNSTARTED_CANDIDATES;HAS_STARTED_SOURCE_JOB
0	9	NODE1GEN_092730_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb090_mpn00_arm_P4_qrg_L_backbone_P4_qrg_L_bb090_status_NEEDS_RF2_AND_DOCKING	false	8	CANDIDATE_NODE1GEN_092730_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb090_mpn00_arm_P4_qrg_L_backbone_P4_qrg_L_bb090_status_NEEDS_RF2_AND_DOCKING_8x6b_s1931_9a776b01fca1,CANDIDATE_NODE1GEN_092730_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb090_mpn00_arm_P4_qrg_L_backbone_P4_qrg_L_bb090_status_NEEDS_RF2_AND_DOCKING_8x6b_s3047_db08e1556269,CANDIDATE_NODE1GEN_092730_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb090_mpn00_arm_P4_qrg_L_backbone_P4_qrg_L_bb090_status_NEEDS_RF2_AND_DOCKING_8x6b_s42_0d69a208e30b,CANDIDATE_NODE1GEN_092730_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb090_mpn00_arm_P4_qrg_L_backbone_P4_qrg_L_bb090_status_NEEDS_RF2_AND_DOCKING_8x6b_s917_05f3cdc68cc8,CANDIDATE_NODE1GEN_092730_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb090_mpn00_arm_P4_qrg_L_backbone_P4_qrg_L_bb090_status_NEEDS_RF2_AND_DOCKING_9e6y_s1931_922df716ffc0,CANDIDATE_NODE1GEN_092730_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb090_mpn00_arm_P4_qrg_L_backbone_P4_qrg_L_bb090_status_NEEDS_RF2_AND_DOCKING_9e6y_s3047_4950f417c4aa,CANDIDATE_NODE1GEN_092730_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb090_mpn00_arm_P4_qrg_L_backbone_P4_qrg_L_bb090_status_NEEDS_RF2_AND_DOCKING_9e6y_s42_1457eb4b5682,CANDIDATE_NODE1GEN_092730_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb090_mpn00_arm_P4_qrg_L_backbone_P4_qrg_L_bb090_status_NEEDS_RF2_AND_DOCKING_9e6y_s917_f5128727a85c	false	NOT_IN_FROZEN_UNSTARTED_CANDIDATES;HAS_STARTED_SOURCE_JOB
0	17	NODE1GEN_018258_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb133_mpn02_arm_P1_qrg_L_backbone_P1_qrg_L_bb133_status_NEEDS_RF2_AND_DOCKING	false	8	CANDIDATE_NODE1GEN_018258_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb133_mpn02_arm_P1_qrg_L_backbone_P1_qrg_L_bb133_status_NEEDS_RF2_AND_DOCKING_8x6b_s1931_80099baf3821,CANDIDATE_NODE1GEN_018258_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb133_mpn02_arm_P1_qrg_L_backbone_P1_qrg_L_bb133_status_NEEDS_RF2_AND_DOCKING_8x6b_s3047_f9d8aa66c5b5,CANDIDATE_NODE1GEN_018258_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb133_mpn02_arm_P1_qrg_L_backbone_P1_qrg_L_bb133_status_NEEDS_RF2_AND_DOCKING_8x6b_s42_ce690e4e1f84,CANDIDATE_NODE1GEN_018258_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb133_mpn02_arm_P1_qrg_L_backbone_P1_qrg_L_bb133_status_NEEDS_RF2_AND_DOCKING_8x6b_s917_ac0ff3fd0f60,CANDIDATE_NODE1GEN_018258_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb133_mpn02_arm_P1_qrg_L_backbone_P1_qrg_L_bb133_status_NEEDS_RF2_AND_DOCKING_9e6y_s1931_413d021faae3,CANDIDATE_NODE1GEN_018258_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb133_mpn02_arm_P1_qrg_L_backbone_P1_qrg_L_bb133_status_NEEDS_RF2_AND_DOCKING_9e6y_s3047_ccb3972f6d37,CANDIDATE_NODE1GEN_018258_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb133_mpn02_arm_P1_qrg_L_backbone_P1_qrg_L_bb133_status_NEEDS_RF2_AND_DOCKING_9e6y_s42_f6fbd14cb971,CANDIDATE_NODE1GEN_018258_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb133_mpn02_arm_P1_qrg_L_backbone_P1_qrg_L_bb133_status_NEEDS_RF2_AND_DOCKING_9e6y_s917_d6624cc1b0ad	false	NOT_IN_FROZEN_UNSTARTED_CANDIDATES;HAS_STARTED_SOURCE_JOB
0	25	NODE1GEN_017318_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb054_mpn05_arm_P1_qrg_L_backbone_P1_qrg_L_bb054_status_NEEDS_RF2_AND_DOCKING	false	8	CANDIDATE_NODE1GEN_017318_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb054_mpn05_arm_P1_qrg_L_backbone_P1_qrg_L_bb054_status_NEEDS_RF2_AND_DOCKING_8x6b_s1931_46ce11636072,CANDIDATE_NODE1GEN_017318_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb054_mpn05_arm_P1_qrg_L_backbone_P1_qrg_L_bb054_status_NEEDS_RF2_AND_DOCKING_8x6b_s3047_8ea7f82b2e68,CANDIDATE_NODE1GEN_017318_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb054_mpn05_arm_P1_qrg_L_backbone_P1_qrg_L_bb054_status_NEEDS_RF2_AND_DOCKING_8x6b_s42_2033c75c216c,CANDIDATE_NODE1GEN_017318_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb054_mpn05_arm_P1_qrg_L_backbone_P1_qrg_L_bb054_status_NEEDS_RF2_AND_DOCKING_8x6b_s917_1f6a50560fac,CANDIDATE_NODE1GEN_017318_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb054_mpn05_arm_P1_qrg_L_backbone_P1_qrg_L_bb054_status_NEEDS_RF2_AND_DOCKING_9e6y_s1931_704b8405ad03,CANDIDATE_NODE1GEN_017318_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb054_mpn05_arm_P1_qrg_L_backbone_P1_qrg_L_bb054_status_NEEDS_RF2_AND_DOCKING_9e6y_s3047_97a73aa84027,CANDIDATE_NODE1GEN_017318_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb054_mpn05_arm_P1_qrg_L_backbone_P1_qrg_L_bb054_status_NEEDS_RF2_AND_DOCKING_9e6y_s42_484362575050,CANDIDATE_NODE1GEN_017318_source_rfantibody_source_id_PVRIG_RFAb_v2_P1_qrg_L_bb054_mpn05_arm_P1_qrg_L_backbone_P1_qrg_L_bb054_status_NEEDS_RF2_AND_DOCKING_9e6y_s917_adb70cd14c25	false	NOT_IN_FROZEN_UNSTARTED_CANDIDATES;HAS_STARTED_SOURCE_JOB
0	33	NODE1GEN_137387_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qkg_L_bb350_mpn07_arm_P6_qkg_L_backbone_P6_qkg_L_bb350_status_NEEDS_RF2_AND_DOCKING	false	8	CANDIDATE_NODE1GEN_137387_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qkg_L_bb350_mpn07_arm_P6_qkg_L_backbone_P6_qkg_L_bb350_status_NEEDS_RF2_AND_DOCKING_8x6b_s1931_d332d73c7685,CANDIDATE_NODE1GEN_137387_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qkg_L_bb350_mpn07_arm_P6_qkg_L_backbone_P6_qkg_L_bb350_status_NEEDS_RF2_AND_DOCKING_8x6b_s3047_5b7d545fecb4,CANDIDATE_NODE1GEN_137387_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qkg_L_bb350_mpn07_arm_P6_qkg_L_backbone_P6_qkg_L_bb350_status_NEEDS_RF2_AND_DOCKING_8x6b_s42_e5ae38bfbdc0,CANDIDATE_NODE1GEN_137387_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qkg_L_bb350_mpn07_arm_P6_qkg_L_backbone_P6_qkg_L_bb350_status_NEEDS_RF2_AND_DOCKING_8x6b_s917_ea5cd54ad0ad,CANDIDATE_NODE1GEN_137387_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qkg_L_bb350_mpn07_arm_P6_qkg_L_backbone_P6_qkg_L_bb350_status_NEEDS_RF2_AND_DOCKING_9e6y_s1931_5aa4e794c0df,CANDIDATE_NODE1GEN_137387_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qkg_L_bb350_mpn07_arm_P6_qkg_L_backbone_P6_qkg_L_bb350_status_NEEDS_RF2_AND_DOCKING_9e6y_s3047_2a2735855b46,CANDIDATE_NODE1GEN_137387_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qkg_L_bb350_mpn07_arm_P6_qkg_L_backbone_P6_qkg_L_bb350_status_NEEDS_RF2_AND_DOCKING_9e6y_s42_5b15688e7345,CANDIDATE_NODE1GEN_137387_source_rfantibody_source_id_PVRIG_RFAb_v2_P6_qkg_L_bb350_mpn07_arm_P6_qkg_L_backbone_P6_qkg_L_bb350_status_NEEDS_RF2_AND_DOCKING_9e6y_s917_6f40560bb145	false	NOT_IN_FROZEN_UNSTARTED_CANDIDATES;HAS_STARTED_SOURCE_JOB
0	41	NODE1GEN_102738_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb233_mpn03_arm_P5_ekg_L_backbone_P5_ekg_L_bb233_status_NEEDS_RF2_AND_DOCKING	false	8	CANDIDATE_NODE1GEN_102738_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb233_mpn03_arm_P5_ekg_L_backbone_P5_ekg_L_bb233_status_NEEDS_RF2_AND_DOCKING_8x6b_s1931_f22cadc26dd9,CANDIDATE_NODE1GEN_102738_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb233_mpn03_arm_P5_ekg_L_backbone_P5_ekg_L_bb233_status_NEEDS_RF2_AND_DOCKING_8x6b_s3047_37ac8922667d,CANDIDATE_NODE1GEN_102738_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb233_mpn03_arm_P5_ekg_L_backbone_P5_ekg_L_bb233_status_NEEDS_RF2_AND_DOCKING_8x6b_s42_aff74cb49574,CANDIDATE_NODE1GEN_102738_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb233_mpn03_arm_P5_ekg_L_backbone_P5_ekg_L_bb233_status_NEEDS_RF2_AND_DOCKING_8x6b_s917_b1d74ef091c9,CANDIDATE_NODE1GEN_102738_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb233_mpn03_arm_P5_ekg_L_backbone_P5_ekg_L_bb233_status_NEEDS_RF2_AND_DOCKING_9e6y_s1931_913726da1e56,CANDIDATE_NODE1GEN_102738_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb233_mpn03_arm_P5_ekg_L_backbone_P5_ekg_L_bb233_status_NEEDS_RF2_AND_DOCKING_9e6y_s3047_d3a4c9d3506e,CANDIDATE_NODE1GEN_102738_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb233_mpn03_arm_P5_ekg_L_backbone_P5_ekg_L_bb233_status_NEEDS_RF2_AND_DOCKING_9e6y_s42_c4408ae266bf,CANDIDATE_NODE1GEN_102738_source_rfantibody_source_id_PVRIG_RFAb_v2_P5_ekg_L_bb233_mpn03_arm_P5_ekg_L_backbone_P5_ekg_L_bb233_status_NEEDS_RF2_AND_DOCKING_9e6y_s917_ed2184edc68b	false	NOT_IN_FROZEN_UNSTARTED_CANDIDATES;HAS_STARTED_SOURCE_JOB
0	49	NODE1GEN_182911_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__9377363016479246	false	8	CANDIDATE_NODE1GEN_182911_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__9377363016479246_8x6b_s1931_c831c97d3dd0,CANDIDATE_NODE1GEN_182911_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__9377363016479246_8x6b_s3047_d4d255bd990c,CANDIDATE_NODE1GEN_182911_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__9377363016479246_8x6b_s42_36de3fd040eb,CANDIDATE_NODE1GEN_182911_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__9377363016479246_8x6b_s917_b0963b6e2e73,CANDIDATE_NODE1GEN_182911_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__9377363016479246_9e6y_s1931_f33e083fb5b0,CANDIDATE_NODE1GEN_182911_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__9377363016479246_9e6y_s3047_69fd39a2f349,CANDIDATE_NODE1GEN_182911_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__9377363016479246_9e6y_s42_c79eb3b74ed5,CANDIDATE_NODE1GEN_182911_source_fixed_pose_mpnn_source_id_P500K__FIXED_POSE_MPNN__9377363016479246_9e6y_s917_06448596aad1	false	NOT_IN_FROZEN_UNSTARTED_CANDIDATES;HAS_STARTED_SOURCE_JOB
0	57	NODE1GEN_068271_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb135_mpn10_arm_P3_qrg_L_backbone_P3_qrg_L_bb135_status_NEEDS_RF2_AND_DOCKING	false	8	CANDIDATE_NODE1GEN_068271_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb135_mpn10_arm_P3_qrg_L_backbone_P3_qrg_L_bb135_status_NEEDS_RF2_AND_DOCKING_8x6b_s1931_0d0d71837195,CANDIDATE_NODE1GEN_068271_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb135_mpn10_arm_P3_qrg_L_backbone_P3_qrg_L_bb135_status_NEEDS_RF2_AND_DOCKING_8x6b_s3047_be9ea5e0a7e5,CANDIDATE_NODE1GEN_068271_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb135_mpn10_arm_P3_qrg_L_backbone_P3_qrg_L_bb135_status_NEEDS_RF2_AND_DOCKING_8x6b_s42_df677c265113,CANDIDATE_NODE1GEN_068271_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb135_mpn10_arm_P3_qrg_L_backbone_P3_qrg_L_bb135_status_NEEDS_RF2_AND_DOCKING_8x6b_s917_9d00e0fc9e10,CANDIDATE_NODE1GEN_068271_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb135_mpn10_arm_P3_qrg_L_backbone_P3_qrg_L_bb135_status_NEEDS_RF2_AND_DOCKING_9e6y_s1931_0f832a72b771,CANDIDATE_NODE1GEN_068271_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb135_mpn10_arm_P3_qrg_L_backbone_P3_qrg_L_bb135_status_NEEDS_RF2_AND_DOCKING_9e6y_s3047_b59b4b87e3b0,CANDIDATE_NODE1GEN_068271_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb135_mpn10_arm_P3_qrg_L_backbone_P3_qrg_L_bb135_status_NEEDS_RF2_AND_DOCKING_9e6y_s42_6ac8aa17a46d,CANDIDATE_NODE1GEN_068271_source_rfantibody_source_id_PVRIG_RFAb_v2_P3_qrg_L_bb135_mpn10_arm_P3_qrg_L_backbone_P3_qrg_L_bb135_status_NEEDS_RF2_AND_DOCKING_9e6y_s917_590ef57e72a5	false	NOT_IN_FROZEN_UNSTARTED_CANDIDATES;HAS_STARTED_SOURCE_JOB
0	65	NODE1GEN_095132_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb294_mpn10_arm_P4_qrg_L_backbone_P4_qrg_L_bb294_status_NEEDS_RF2_AND_DOCKING	false	8	CANDIDATE_NODE1GEN_095132_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb294_mpn10_arm_P4_qrg_L_backbone_P4_qrg_L_bb294_status_NEEDS_RF2_AND_DOCKING_8x6b_s1931_dd3d020bbf66,CANDIDATE_NODE1GEN_095132_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb294_mpn10_arm_P4_qrg_L_backbone_P4_qrg_L_bb294_status_NEEDS_RF2_AND_DOCKING_8x6b_s3047_502f673daf24,CANDIDATE_NODE1GEN_095132_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb294_mpn10_arm_P4_qrg_L_backbone_P4_qrg_L_bb294_status_NEEDS_RF2_AND_DOCKING_8x6b_s42_794875794e9c,CANDIDATE_NODE1GEN_095132_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb294_mpn10_arm_P4_qrg_L_backbone_P4_qrg_L_bb294_status_NEEDS_RF2_AND_DOCKING_8x6b_s917_f549477703b1,CANDIDATE_NODE1GEN_095132_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb294_mpn10_arm_P4_qrg_L_backbone_P4_qrg_L_bb294_status_NEEDS_RF2_AND_DOCKING_9e6y_s1931_a71a184706ee,CANDIDATE_NODE1GEN_095132_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb294_mpn10_arm_P4_qrg_L_backbone_P4_qrg_L_bb294_status_NEEDS_RF2_AND_DOCKING_9e6y_s3047_3aefc0b153f4,CANDIDATE_NODE1GEN_095132_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb294_mpn10_arm_P4_qrg_L_backbone_P4_qrg_L_bb294_status_NEEDS_RF2_AND_DOCKING_9e6y_s42_b28b390ff825,CANDIDATE_NODE1GEN_095132_source_rfantibody_source_id_PVRIG_RFAb_v2_P4_qrg_L_bb294_mpn10_arm_P4_qrg_L_backbone_P4_qrg_L_bb294_status_NEEDS_RF2_AND_DOCKING_9e6y_s917_2dbfbbf28fc1	false	NOT_IN_FROZEN_UNSTARTED_CANDIDATES;HAS_STARTED_SOURCE_JOB
0	73	NODE1GEN_042245_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb048_mpn05_arm_P2_qrg_L_backbone_P2_qrg_L_bb048_status_NEEDS_RF2_AND_DOCKING	false	8	CANDIDATE_NODE1GEN_042245_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb048_mpn05_arm_P2_qrg_L_backbone_P2_qrg_L_bb048_status_NEEDS_RF2_AND_DOCKING_8x6b_s1931_02efae2ea9ec,CANDIDATE_NODE1GEN_042245_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb048_mpn05_arm_P2_qrg_L_backbone_P2_qrg_L_bb048_status_NEEDS_RF2_AND_DOCKING_8x6b_s3047_603c14ec016b,CANDIDATE_NODE1GEN_042245_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb048_mpn05_arm_P2_qrg_L_backbone_P2_qrg_L_bb048_status_NEEDS_RF2_AND_DOCKING_8x6b_s42_fbdce32fb96b,CANDIDATE_NODE1GEN_042245_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb048_mpn05_arm_P2_qrg_L_backbone_P2_qrg_L_bb048_status_NEEDS_RF2_AND_DOCKING_8x6b_s917_820d2cff8cde,CANDIDATE_NODE1GEN_042245_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb048_mpn05_arm_P2_qrg_L_backbone_P2_qrg_L_bb048_status_NEEDS_RF2_AND_DOCKING_9e6y_s1931_9c68e0cb4910,CANDIDATE_NODE1GEN_042245_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb048_mpn05_arm_P2_qrg_L_backbone_P2_qrg_L_bb048_status_NEEDS_RF2_AND_DOCKING_9e6y_s3047_62c783832ad1,CANDIDATE_NODE1GEN_042245_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb048_mpn05_arm_P2_qrg_L_backbone_P2_qrg_L_bb048_status_NEEDS_RF2_AND_DOCKING_9e6y_s42_899925810e25,CANDIDATE_NODE1GEN_042245_source_rfantibody_source_id_PVRIG_RFAb_v2_P2_qrg_L_bb048_mpn05_arm_P2_qrg_L_backbone_P2_qrg_L_bb048_status_NEEDS_RF2_AND_DOCKING_9e6y_s917_71adc8b68d1a	false	NOT_IN_FROZEN_UNSTARTED_CANDIDATES;HAS_STARTED_SOURCE_JOB
