Nanobody-ID	Antigen-ID
P1MCPUFP__CPUFP500K_0012__00001	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00002	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00003	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0004__00928	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00072	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00006	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0092__00110	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00011	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0093__00652	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00009	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00037	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00014	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00012	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00013	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00015	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00015	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00016	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00017	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00018	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00019	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00020	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00021	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00025	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00080	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00024	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00025	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00026	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00034	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00040	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00029	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00030	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00031	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00032	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00039	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00034	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00035	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00092	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00568	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00040	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0092__00714	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00079	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00321	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00046	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00130	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00049	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00044	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00045	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00047	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00047	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00048	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00049	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00050	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00051	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00052	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00053	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00059	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00234	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00057	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00057	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00058	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00076	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00078	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00061	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00062	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00063	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00064	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00078	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00066	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00067	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00198	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0003__00019	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00073	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0096__00795	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00133	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00684	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00083	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00241	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00087	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00076	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00079	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00079	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00079	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00080	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00081	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00082	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00084	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00084	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00086	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00094	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00363	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00089	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00089	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00090	pvrig_8x6b_chainB
