Nanobody-ID	Antigen-ID
P1MCPUFP__CPUFP500K_0049__00007	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00002	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00003	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00004	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00006	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00006	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00007	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00008	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00009	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00010	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00014	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00012	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00013	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00022	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00232	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00017	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0092__00328	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00033	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00056	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00020	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00072	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00024	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00022	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00023	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00025	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00025	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00026	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00027	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00028	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00029	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00030	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00031	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00035	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00125	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00034	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00035	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00036	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00047	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00053	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00039	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00040	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00041	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00042	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00050	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00044	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00045	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00119	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00716	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00050	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0092__00901	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00094	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00381	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00058	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00160	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00059	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00054	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00055	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00057	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00057	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00058	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00059	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00060	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00061	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00062	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00063	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00071	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00265	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00067	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00067	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00068	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00088	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00090	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00071	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00072	pvrig_8x6b_chainB
