Nanobody-ID	Antigen-ID
P1MCPUFP__CPUFP500K_0056__00001	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00002	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00003	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00004	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00006	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00021	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00007	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00008	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00009	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00015	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00012	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00012	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00013	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00014	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00015	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00019	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00017	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00018	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00034	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00351	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00023	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0092__00413	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00042	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00108	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00026	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00088	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00030	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00027	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00028	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00030	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00030	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00031	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00032	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00033	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00034	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00035	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00036	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00040	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00156	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00040	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00040	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00041	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00053	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00060	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00044	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00045	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00046	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00047	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00057	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00049	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00050	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00126	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00802	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00055	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0096__00217	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00102	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00442	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00063	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00183	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00066	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00059	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00060	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00062	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00062	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00063	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00064	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00065	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00066	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00067	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00069	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00076	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00277	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00072	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00072	pvrig_8x6b_chainB
