Nanobody ID,Antigen ID,Prediction
P1MCPUFP__CPUFP500K_0066__00001,pvrig_8x6b_chainB,0.06473002582788467
P1MCPUFP__CPUFP500K_0065__00002,pvrig_8x6b_chainB,0.10662249475717545
P1MCPUFP__CPUFP500K_0056__00003,pvrig_8x6b_chainB,0.08565302938222885
P1MCPUFP__CPUFP500K_0055__00004,pvrig_8x6b_chainB,0.07475540786981583
P1MCPUFP__CPUFP500K_0057__00005,pvrig_8x6b_chainB,0.07450372725725174
P1MCPUFP__CPUFP500K_0048__00006,pvrig_8x6b_chainB,0.0733242854475975
P1MCPUFP__CPUFP500K_0046__00008,pvrig_8x6b_chainB,0.05297115817666054
P1MCPUFP__CPUFP500K_0049__00024,pvrig_8x6b_chainB,0.08485736697912216
P1MCPUFP__CPUFP500K_0040__00009,pvrig_8x6b_chainB,0.07366388291120529
P1MCPUFP__CPUFP500K_0038__00010,pvrig_8x6b_chainB,0.057927679270505905
P1MCPUFP__CPUFP500K_0037__00011,pvrig_8x6b_chainB,0.051152635365724564
P1MCPUFP__CPUFP500K_0028__00017,pvrig_8x6b_chainB,0.06638327986001968
P1MCPUFP__CPUFP500K_0030__00014,pvrig_8x6b_chainB,0.05908207967877388
P1MCPUFP__CPUFP500K_0029__00014,pvrig_8x6b_chainB,0.06145599111914635
P1MCPUFP__CPUFP500K_0020__00015,pvrig_8x6b_chainB,0.16205452382564545
P1MCPUFP__CPUFP500K_0019__00016,pvrig_8x6b_chainB,0.22368021309375763
P1MCPUFP__CPUFP500K_0021__00017,pvrig_8x6b_chainB,0.15803740918636322
P1MCPUFP__CPUFP500K_0012__00022,pvrig_8x6b_chainB,0.07168484479188919
P1MCPUFP__CPUFP500K_0010__00019,pvrig_8x6b_chainB,0.04818527773022652
P1MCPUFP__CPUFP500K_0013__00020,pvrig_8x6b_chainB,0.10830730199813843
P1MCPUFP__CPUFP500K_0008__00039,pvrig_8x6b_chainB,0.0910460576415062
P1MCPUFP__CPUFP500K_0002__00367,pvrig_8x6b_chainB,0.12890824675559998
P1MCPUFP__CPUFP500K_0001__00025,pvrig_8x6b_chainB,0.07789947837591171
P1MCPUFP__CPUFP500K_0092__00448,pvrig_8x6b_chainB,0.08696738630533218
P1MCPUFP__CPUFP500K_0091__00048,pvrig_8x6b_chainB,0.12654657661914825
P1MCPUFP__CPUFP500K_0193__00134,pvrig_8x6b_chainB,0.10254243016242981
P1MCPUFP__CPUFP500K_0084__00029,pvrig_8x6b_chainB,0.069862000644207
P1MCPUFP__CPUFP500K_0082__00091,pvrig_8x6b_chainB,0.053518783301115036
P1MCPUFP__CPUFP500K_0085__00032,pvrig_8x6b_chainB,0.05889492109417915
P1MCPUFP__CPUFP500K_0076__00029,pvrig_8x6b_chainB,0.10656759887933731
P1MCPUFP__CPUFP500K_0074__00030,pvrig_8x6b_chainB,0.09430589526891708
P1MCPUFP__CPUFP500K_0073__00032,pvrig_8x6b_chainB,0.19808773696422577
P1MCPUFP__CPUFP500K_0064__00032,pvrig_8x6b_chainB,0.05676718428730965
P1MCPUFP__CPUFP500K_0066__00033,pvrig_8x6b_chainB,0.036248546093702316
P1MCPUFP__CPUFP500K_0065__00034,pvrig_8x6b_chainB,0.11924701184034348
P1MCPUFP__CPUFP500K_0056__00035,pvrig_8x6b_chainB,0.11309773474931717
P1MCPUFP__CPUFP500K_0055__00036,pvrig_8x6b_chainB,0.07867666333913803
P1MCPUFP__CPUFP500K_0057__00037,pvrig_8x6b_chainB,0.058785829693078995
P1MCPUFP__CPUFP500K_0048__00038,pvrig_8x6b_chainB,0.0902378186583519
P1MCPUFP__CPUFP500K_0046__00042,pvrig_8x6b_chainB,0.06687913089990616
P1MCPUFP__CPUFP500K_0049__00175,pvrig_8x6b_chainB,0.11093250662088394
P1MCPUFP__CPUFP500K_0040__00042,pvrig_8x6b_chainB,0.04199577495455742
P1MCPUFP__CPUFP500K_0038__00042,pvrig_8x6b_chainB,0.04280861094594002
P1MCPUFP__CPUFP500K_0037__00043,pvrig_8x6b_chainB,0.041550569236278534
P1MCPUFP__CPUFP500K_0028__00055,pvrig_8x6b_chainB,0.09669356793165207
P1MCPUFP__CPUFP500K_0030__00062,pvrig_8x6b_chainB,0.09336406737565994
P1MCPUFP__CPUFP500K_0029__00046,pvrig_8x6b_chainB,0.09501379728317261
P1MCPUFP__CPUFP500K_0020__00047,pvrig_8x6b_chainB,0.2393922060728073
P1MCPUFP__CPUFP500K_0019__00048,pvrig_8x6b_chainB,0.18296736478805542
P1MCPUFP__CPUFP500K_0021__00049,pvrig_8x6b_chainB,0.14283441007137299
P1MCPUFP__CPUFP500K_0012__00061,pvrig_8x6b_chainB,0.09001219272613525
