Nanobody-ID	Antigen-ID
P1MCPUFP__CPUFP500K_0084__00001	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00004	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00003	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00004	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00005	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00006	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00007	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00008	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00009	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00010	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00011	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00012	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00013	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00016	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00051	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00016	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00017	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00018	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00025	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00028	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00021	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00022	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00023	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00024	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00029	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00026	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00027	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00061	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00475	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00032	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0092__00633	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00063	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00193	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00036	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00108	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00039	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00036	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00037	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00039	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00039	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00040	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00041	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00042	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00043	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00044	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00045	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00050	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00200	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00049	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00049	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00050	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00066	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00070	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00053	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00054	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00055	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00056	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00069	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00058	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00059	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00167	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0002__00882	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00065	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0096__00510	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0091__00117	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0193__00607	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0084__00074	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0082__00212	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0085__00078	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0076__00068	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0074__00070	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0073__00071	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0064__00071	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0066__00072	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0065__00073	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0056__00074	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0055__00075	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0057__00076	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0048__00078	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0046__00086	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0049__00317	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0040__00081	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0038__00081	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0037__00082	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0028__00104	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0030__00106	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0029__00085	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0020__00086	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0019__00087	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0021__00088	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0012__00107	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0010__00090	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0013__00092	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0008__00271	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0003__00167	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0001__00100	pvrig_8x6b_chainB
P1MCPUFP__CPUFP500K_0192__00134	pvrig_8x6b_chainB
