mutant_id,fraction_disordered,has_clash,iptm,ptm,ranking_score,pLDDT,ipLDDT,binding_score
mutant_0000,0.06,0.0,0.87,0.91,0.91,93.67713709677416,84.19409090909092,9.270855438648006
mutant_0001,0.06,0.0,0.91,0.93,0.94,96.56673387096771,92.23828125,8.955526712197901
mutant_0002,0.06,0.0,0.9,0.93,0.94,95.76399193548387,91.54839285714286,8.328781977771849
mutant_0003,0.06,0.0,0.89,0.92,0.92,94.77915322580648,88.9618032786885,8.829078789383797
mutant_0004,0.06,0.0,0.88,0.91,0.91,93.40705645161283,83.02188405797101,8.252539329219273
mutant_0005,0.06,0.0,0.87,0.91,0.91,93.96963709677432,85.82387096774194,8.338987480201109
mutant_0006,0.06,0.0,0.88,0.91,0.91,93.89020161290321,85.0825,8.469692160782246
mutant_0007,0.06,0.0,0.88,0.92,0.91,94.11306451612909,85.84014925373135,8.479224385548521
mutant_0008,0.06,0.0,0.89,0.92,0.92,94.75741935483876,87.57731343283584,9.02348072345626
mutant_0009,0.06,0.0,0.87,0.91,0.91,93.67387096774193,83.91439393939396,8.282353384637533
mutant_0010,0.06,0.0,0.89,0.92,0.92,94.69112903225808,87.09571428571428,8.860018837354696
mutant_0011,0.06,0.0,0.87,0.91,0.9,93.23471774193547,83.73279411764705,8.71671293087182
mutant_0012,0.06,0.0,0.88,0.91,0.91,93.44108870967739,83.48188405797102,8.73510880296125
mutant_0013,0.06,0.0,0.87,0.91,0.91,93.6664919354839,84.16154929577465,8.40074277385134
mutant_0014,0.06,0.0,0.88,0.92,0.92,93.58499999999997,85.86712121212122,9.27022369452737
mutant_0015,0.06,0.0,0.89,0.92,0.92,93.98846774193542,86.2817808219178,8.497156184790512
mutant_0016,0.06,0.0,0.88,0.92,0.92,94.4314516129032,85.63791044776119,8.322480161431717
mutant_0017,0.06,0.0,0.85,0.9,0.89,92.35653225806456,82.3732258064516,8.639603224105025
mutant_0018,0.06,0.0,0.87,0.91,0.91,93.59826612903231,84.28901639344264,8.579528966993994
mutant_0019,0.06,0.0,0.87,0.91,0.91,93.83125000000005,83.92044776119404,8.669582742403737
mutant_0020,0.06,0.0,0.88,0.92,0.91,94.5126612903226,87.33153846153846,8.537264740497195
mutant_0021,0.06,0.0,0.87,0.91,0.9,93.49173387096775,84.04306451612902,8.413436235084838
mutant_0022,0.06,0.0,0.87,0.91,0.91,93.68024193548383,83.37984374999999,8.267457631699914
mutant_0023,0.06,0.0,0.87,0.91,0.91,93.92701612903228,84.69265625,8.6125436404866
mutant_0024,0.06,0.0,0.89,0.92,0.92,94.8381048387097,87.88074626865671,8.7399214947944
mutant_0025,0.06,0.0,0.87,0.91,0.91,93.85483870967741,85.6683606557377,8.497442789811144
mutant_0026,0.06,0.0,0.86,0.9,0.9,92.19411290322586,83.00901639344262,8.315379528053171
mutant_0027,0.06,0.0,0.88,0.92,0.91,94.08185483870965,85.262,8.686276295560262
