mutant_id,fraction_disordered,has_clash,iptm,ptm,ranking_score,pLDDT,ipLDDT,binding_score
mutant_0000,0.06,0.0,0.92,0.94,0.95,96.18485714285714,95.88620689655173,8.569130248932614
mutant_0001,0.06,0.0,0.86,0.91,0.9,92.19530612244908,81.85916666666667,8.70156669449026
mutant_0002,0.06,0.0,0.88,0.92,0.91,92.83326530612246,86.00063492063495,8.526441923537371
mutant_0003,0.06,0.0,0.91,0.93,0.94,95.981306122449,92.86779661016949,8.623239505626072
mutant_0004,0.06,0.0,0.93,0.94,0.96,96.94832653061228,96.4577966101695,8.458197093438182
mutant_0005,0.06,0.0,0.87,0.91,0.91,92.83869387755102,82.635,9.01727030104528
mutant_0006,0.06,0.0,0.93,0.94,0.96,96.74155102040814,94.16523076923076,8.471381569641085
mutant_0007,0.06,0.0,0.87,0.91,0.91,92.31155102040813,83.38161290322581,8.909292879106797
mutant_0008,0.06,0.0,0.93,0.94,0.96,96.98297959183667,94.40953125,8.530511725181647
mutant_0009,0.06,0.0,0.92,0.94,0.96,96.86432653061227,96.33912280701755,8.711126884101276
mutant_0010,0.06,0.0,0.92,0.94,0.95,96.85669387755105,96.28172413793104,8.889078069102803
mutant_0011,0.06,0.0,0.93,0.94,0.96,97.11342857142857,95.08888888888886,8.45523698430654
mutant_0012,0.06,0.0,0.93,0.94,0.96,97.0281632653061,96.66310344827586,8.755776603412931
mutant_0013,0.06,0.0,0.86,0.91,0.9,92.51865306122444,82.59617647058825,8.656936877056479
mutant_0014,0.06,0.0,0.87,0.91,0.91,92.53979591836732,83.488125,8.974690002185035
mutant_0015,0.06,0.0,0.86,0.91,0.9,92.02497959183674,82.14793650793652,8.921857219914406
mutant_0016,0.06,0.0,0.87,0.91,0.9,92.37820408163265,82.07079365079363,8.478652973665994
mutant_0017,0.06,0.0,0.86,0.9,0.9,91.983306122449,81.40114754098362,8.625114084296847
mutant_0018,0.06,0.0,0.84,0.88,0.88,90.52208163265311,77.78721311475411,8.751504054170722
mutant_0019,0.06,0.0,0.87,0.91,0.91,92.72702040816327,83.71587301587299,8.375487944735452
mutant_0020,0.06,0.0,0.86,0.9,0.89,91.44224489795916,79.90968253968255,8.297734212257144
mutant_0021,0.06,0.0,0.86,0.9,0.9,92.02722448979584,81.18765625,8.920696409585723
mutant_0022,0.06,0.0,0.92,0.94,0.96,96.99175510204083,96.52999999999999,8.784463641106084
mutant_0023,0.06,0.0,0.92,0.94,0.96,96.99493877551024,96.52362068965517,9.078029721206102
mutant_0024,0.06,0.0,0.87,0.91,0.91,93.45955102040818,85.31454545454545,8.826441820089473
mutant_0025,0.06,0.0,0.84,0.89,0.88,91.75436734693884,81.86707692307694,8.608464561431145
mutant_0026,0.06,0.0,0.85,0.89,0.89,91.97085714285714,82.33349206349209,8.560377605241941
mutant_0027,0.06,0.0,0.9,0.93,0.93,95.50428571428571,90.7711111111111,8.883543961093572
mutant_0028,0.06,0.0,0.93,0.94,0.96,97.26685714285712,95.52209677419356,8.899799579399405
mutant_0029,0.06,0.0,0.87,0.91,0.91,92.9638775510205,83.85316666666668,9.063339172346858
mutant_0030,0.06,0.0,0.87,0.91,0.9,92.34755102040818,82.30546875000002,9.11123527424047
mutant_0031,0.06,0.0,0.88,0.92,0.92,93.77097959183668,84.31292307692308,9.289761387119857
mutant_0032,0.06,0.0,0.86,0.9,0.9,92.20571428571432,83.34323529411765,8.791546557717036
mutant_0033,0.06,0.0,0.85,0.9,0.89,91.75661224489794,81.61848484848485,8.667553245915194
mutant_0034,0.06,0.0,0.88,0.92,0.92,94.20563265306122,87.98704918032787,8.503076422034894
mutant_0035,0.06,0.0,0.93,0.94,0.96,97.11522448979588,96.77140350877193,8.924422010349067
mutant_0036,0.06,0.0,0.92,0.94,0.95,96.83012244897965,94.1483606557377,8.975038314892231
mutant_0037,0.06,0.0,0.93,0.95,0.96,97.191469387755,95.31476190476192,9.343691700430782
mutant_0038,0.06,0.0,0.91,0.94,0.95,96.41546938775515,94.56775862068967,9.213953157011188
mutant_0039,0.06,0.0,0.93,0.94,0.96,97.02028571428565,94.95269841269841,8.669632366975762
mutant_0040,0.06,0.0,0.87,0.9,0.9,92.69861224489793,84.58846153846154,8.85477617829997
mutant_0041,0.06,0.0,0.87,0.91,0.91,92.7084897959184,84.37698412698413,8.760010848676256
mutant_0042,0.06,0.0,0.87,0.91,0.91,92.54938775510202,82.96737704918031,9.210195335448072
mutant_0043,0.06,0.0,0.86,0.91,0.9,91.87089795918361,82.15034482758621,8.797292862696331
mutant_0044,0.06,0.0,0.88,0.92,0.91,93.04799999999999,83.61682539682542,8.891308642622027
mutant_0045,0.06,0.0,0.87,0.91,0.91,92.56791836734696,83.46833333333335,8.522072029702244
mutant_0046,0.06,0.0,0.86,0.9,0.9,91.84379591836733,81.66571428571429,8.795617348061198
mutant_0047,0.06,0.0,0.86,0.9,0.9,92.02942857142853,82.72950819672131,8.611573109462816
mutant_0048,0.06,0.0,0.93,0.94,0.96,97.04257142857145,96.63258620689655,9.143742918265742
mutant_0049,0.06,0.0,0.87,0.91,0.91,92.72497959183673,83.7490322580645,8.514911229788142
mutant_0050,0.06,0.0,0.86,0.91,0.9,92.25571428571429,81.11190476190478,9.23965472501204
mutant_0051,0.06,0.0,0.87,0.91,0.91,92.68514285714288,83.66967741935484,8.559223687014619
mutant_0052,0.06,0.0,0.86,0.9,0.9,92.59277551020412,81.6505,8.3767029120095
mutant_0053,0.06,0.0,0.92,0.94,0.96,96.82902040816326,96.26033898305083,8.502509503378247
mutant_0054,0.06,0.0,0.87,0.91,0.9,92.70612244897957,82.59859375,9.248171353026486
mutant_0055,0.06,0.0,0.87,0.91,0.9,92.74069387755104,82.10283333333334,8.801841628502208
mutant_0056,0.06,0.0,0.88,0.92,0.92,93.70253061224493,85.28737704918032,8.37006596683158
mutant_0057,0.06,0.0,0.91,0.93,0.94,96.16102040816327,93.23711864406779,8.912015459082905
mutant_0058,0.06,0.0,0.87,0.91,0.91,92.7466530612245,82.54358208955223,8.72325234050922
mutant_0059,0.06,0.0,0.93,0.94,0.96,97.19310204081631,96.9201724137931,9.72882647635619
mutant_0060,0.06,0.0,0.87,0.91,0.91,93.30081632653066,83.76131147540984,8.868817241229307
mutant_0061,0.06,0.0,0.88,0.91,0.91,93.36865306122449,85.79457627118644,8.31735640672422
mutant_0062,0.06,0.0,0.93,0.94,0.96,96.96787755102042,96.44157894736843,8.4570519170733
mutant_0063,0.06,0.0,0.86,0.91,0.9,92.48702040816326,80.9542857142857,8.720861022234736
mutant_0064,0.06,0.0,0.86,0.9,0.89,91.50404081632655,80.84633333333333,8.552272126338904
mutant_0065,0.06,0.0,0.87,0.91,0.9,92.1040816326531,81.8044776119403,8.813727917383556
mutant_0066,0.06,0.0,0.93,0.94,0.96,96.960693877551,96.48189655172413,8.525552158427443
