mutant_id,fraction_disordered,has_clash,iptm,ptm,ranking_score,pLDDT,ipLDDT,binding_score
mutant_0000,0.06,0.0,0.92,0.94,0.96,96.60804081632655,94.6016129032258,9.007144263450687
mutant_0001,0.06,0.0,0.92,0.94,0.95,95.86595918367347,92.03117647058822,8.716832687763715
mutant_0002,0.06,0.0,0.89,0.92,0.93,94.79665306122455,90.41180327868854,8.513911479276578
mutant_0003,0.06,0.0,0.87,0.91,0.91,93.26877551020415,84.28516666666665,9.320036580755236
mutant_0004,0.06,0.0,0.87,0.91,0.9,92.60297959183674,81.53920634920637,8.613827449448928
mutant_0005,0.06,0.0,0.83,0.87,0.86,89.47175510204085,80.49109375,8.722109398983243
mutant_0006,0.06,0.0,0.92,0.94,0.95,96.95873469387749,95.25383333333335,8.621806431546567
mutant_0007,0.06,0.0,0.93,0.95,0.96,96.77277551020413,94.30984848484847,9.040138629281078
mutant_0008,0.06,0.0,0.86,0.91,0.9,92.1926122448979,81.77969230769232,8.972524044630623
mutant_0009,0.06,0.0,0.93,0.95,0.96,96.99089795918368,94.54825396825395,8.393615322464642
mutant_0010,0.06,0.0,0.93,0.95,0.96,97.02477551020405,94.12428571428573,8.51317106645252
mutant_0011,0.06,0.0,0.93,0.94,0.96,96.86081632653057,94.05126984126981,8.896952928216281
mutant_0012,0.06,0.0,0.93,0.94,0.96,96.85624489795924,94.22387096774193,8.501563873840897
mutant_0013,0.06,0.0,0.85,0.9,0.89,92.2322448979592,83.77098360655738,9.001512788426291
mutant_0014,0.06,0.0,0.85,0.9,0.89,91.59477551020409,81.36983606557376,8.399386154640474
mutant_0015,0.06,0.0,0.85,0.9,0.89,91.93016326530609,82.99065573770496,8.764697385593038
mutant_0016,0.06,0.0,0.83,0.87,0.87,89.30257142857138,79.33046875,8.265001513021971
mutant_0017,0.06,0.0,0.93,0.94,0.96,96.88669387755101,94.09723076923075,8.632853190167248
mutant_0018,0.06,0.0,0.87,0.91,0.91,93.20028571428568,85.77272727272725,8.761840983119443
mutant_0019,0.06,0.0,0.93,0.95,0.96,97.0524897959183,94.29209677419355,8.690942172479415
mutant_0020,0.06,0.0,0.88,0.91,0.91,93.88595918367348,87.58237288135592,8.977246859470332
mutant_0021,0.06,0.0,0.86,0.9,0.9,92.53836734693878,84.13316666666667,8.287708428016911
mutant_0022,0.06,0.0,0.84,0.89,0.88,90.5169795918367,79.93266666666668,8.705047394903355
mutant_0023,0.06,0.0,0.93,0.94,0.96,95.99220408163268,94.18234375,9.218758996275204
