iptm,ptm,complex_plddt,complex_iplddt,binding_score
0.6300835013389587,0.7392292618751526,0.931171417236328,0.9154921174049376,-1.19990985959298
0.6194908618927002,0.7369382977485657,0.9302080869674684,0.911998450756073,4.43391870706981
0.605027437210083,0.7214649319648743,0.9261199235916138,0.905203640460968,5.05188657294559
0.5541691780090332,0.6852063536643982,0.9268078207969666,0.9097693562507628,3.51954396167223
0.6645752787590027,0.7609721422195435,0.930370032787323,0.9125505089759828,-0.949936921033665
0.5761651992797852,0.7000736594200134,0.9240848422050476,0.9055651426315308,3.98825387501043
0.6631389260292053,0.767476499080658,0.9295063018798828,0.90605491399765,10.0891445895672
0.6123037338256836,0.7253319025039673,0.92275071144104,0.9023736119270324,1.91799664122587
0.7147208452224731,0.8025681972503662,0.9403132796287536,0.9251313209533693,4.41160552119738
0.6395391225814819,0.7513348460197449,0.929513931274414,0.9095382690429688,4.54297589431117
0.5811532139778137,0.7091173529624939,0.9193577766418456,0.8967227339744568,3.54212193753596
0.600462794303894,0.725167989730835,0.9216272234916688,0.8920680284500122,6.35395119003148
0.6310171484947205,0.742949903011322,0.9334132075309752,0.9140304327011108,-0.86632364748053
0.5476604700088501,0.6800106167793274,0.9311507940292358,0.9130169749259948,0.974788375531121
0.5606579780578613,0.6897608637809753,0.9272674322128296,0.9074669480323792,1.1210286757876
0.5931973457336426,0.7138363122940063,0.928376853466034,0.9085696935653688,1.25664900897705
0.5259383916854858,0.6652603149414062,0.916368007659912,0.8840466737747192,3.76280823997268
0.6233786940574646,0.7395690083503723,0.9259715676307678,0.9001792073249817,3.20344346027145
0.5545943975448608,0.685519814491272,0.924640417098999,0.905929684638977,2.58456291002015
0.6959620714187622,0.7839229702949524,0.9105159044265748,0.8949578404426575,4.95942016684571
0.6246852278709412,0.7412540912628174,0.934179186820984,0.9121645092964172,3.36118003451427
0.6459493041038513,0.756161093711853,0.924039363861084,0.913571834564209,9.55759753894946
