iptm,ptm,complex_plddt,complex_iplddt,binding_score
0.8839130401611328,0.9148197770118712,0.9769428968429564,0.9782785177230836,8.924453038607469
0.960297465324402,0.969842493534088,0.9762220978736876,0.978531301021576,8.978810700930062
0.9409523606300354,0.9559484124183656,0.9743614792823792,0.9762192964553832,9.008773924307503
0.909839928150177,0.933416485786438,0.9781405925750732,0.9805097579956056,8.739928612014925
0.9570218324661256,0.9675273299217224,0.9740512371063232,0.9762892723083496,8.774690718274137
0.9539827704429626,0.9652674198150636,0.9800876379013062,0.9830421805381776,8.636388020107855
0.9041837453842164,0.929788053035736,0.9728820323944092,0.9718652963638306,9.113509274827518
0.9396936893463136,0.9548251628875732,0.976384937763214,0.978026807308197,10.154901959985745
0.9254611730575562,0.9447402954101562,0.9773068428039552,0.9788282513618468,8.154901959985743
0.924219846725464,0.9438545107841492,0.9762534499168396,0.9766096472740172,8.55284196865778
0.941425323486328,0.9561589956283568,0.9759533405303956,0.9775587916374208,8.154901959985743
0.9410580992698668,0.9560533165931702,0.9758496880531312,0.9781213998794556,8.154901959985743
0.9280129075050354,0.9464742541313172,0.9785638451576232,0.9803932309150696,8.154901959985743
0.925450086593628,0.9448925852775574,0.9752051830291748,0.976633846759796,7.993533957750769
0.9428318738937378,0.9571577906608582,0.974642276763916,0.9762741923332214,8.154901959985743
0.934559166431427,0.9512375593185424,0.976183831691742,0.9791758060455322,7.5347659050119855
0.8978768587112427,0.9250346422195436,0.969182014465332,0.969246506690979,9.55284196865778
0.9282494783401488,0.9466456770896912,0.9698488712310792,0.9724463224411012,9.309803919971486
0.9473676681518556,0.9606913924217224,0.9811226725578308,0.9831586480140686,8.154901959985743
0.9429962038993835,0.9575156569480896,0.9766252040863036,0.9788098335266112,9.853871964321762
0.8228963017463684,0.8709051012992859,0.9697543382644652,0.9680147171020508,10.154901959985745
0.941997528076172,0.9563581943511964,0.9740318655967712,0.9756980538368224,9.309803919971486
0.9310017228126526,0.9485323429107666,0.9733896255493164,0.9739480018615724,8.531652669587842
0.8760594725608826,0.9089725017547609,0.9724549651145936,0.9748309850692748,10.154901959985745
0.9307244420051576,0.9485025405883788,0.9733321070671082,0.9727076292037964,9.67778070526608
0.9383325576782228,0.9539613723754884,0.9743794798851012,0.9767839908599854,8.649751981665837
0.9293234944343568,0.947271764278412,0.975908100605011,0.9780555963516236,8.531652669587842
0.9229782223701476,0.9430981278419496,0.975062131881714,0.9759949445724488,9.154901959985745
0.8954304456710815,0.9233831763267516,0.9759504795074464,0.9768812656402588,9.008773924307503
0.947075366973877,0.9605348706245422,0.9793819189071656,0.9818631410598756,9.67778070526608
0.9418851137161256,0.9567670226097108,0.9759237766265868,0.9767606854438782,9.67778070526608
0.9179502129554749,0.939302384853363,0.9727247357368468,0.9723281264305116,8.756961951313706
0.9091429710388184,0.9323854446411132,0.9648002982139589,0.963722825050354,8.230622673923861
0.9234493374824524,0.9431230425834656,0.976552963256836,0.9786319732666016,7.887730231582729
0.9548987746238708,0.96574866771698,0.9765512943267822,0.97836035490036,8.67778070526608
0.9576205015182496,0.967903733253479,0.9770472645759584,0.9784395694732666,9.55284196865778
0.938554584980011,0.953816533088684,0.972803235054016,0.9748783111572266,8.521433504406156
0.932511568069458,0.9496164321899414,0.979970633983612,0.9827718734741212,8.154901959985743
0.944119393825531,0.9578905701637268,0.9782516360282898,0.9806110262870787,9.67778070526608
0.9348703622817992,0.9516486525535583,0.9738763570785522,0.975403130054474,9.455931955649724
0.9412481188774108,0.9561543464660645,0.9724213480949402,0.9737498760223388,8.79317412396815
0.9508803486824036,0.9632384777069092,0.9759417176246644,0.9774653911590576,8.473660722610155
0.8491088151931763,0.889946460723877,0.9686073064804076,0.9665502905845642,10.154901959985745
0.8982391953468323,0.9249431490898132,0.9751249551773072,0.9772782325744628,9.309803919971486
0.911669135093689,0.9345719814300536,0.975554585456848,0.97670316696167,8.154901959985743
0.9235455989837646,0.9433884024620056,0.970510482788086,0.9707084894180298,8.707743928643524
0.9400045275688172,0.9547884464263916,0.965149998664856,0.9633864760398864,10.154901959985745
0.9430544376373292,0.957190752029419,0.9716418385505676,0.9731321334838868,8.303643611266669
0.9200762510299684,0.9409976601600648,0.977052927017212,0.978543758392334,8.563837352959244
0.899107813835144,0.925777792930603,0.9717028141021729,0.9717756509780884,10.154901959985745
0.8531737923622131,0.8929650187492371,0.9764832854270936,0.9769802689552308,9.67778070526608
0.9084055423736572,0.932654619216919,0.9771651029586792,0.978531002998352,9.309803919971486
0.8767510652542114,0.9099690914154052,0.9765111804008484,0.9781985878944396,9.200659450546418
0.8907482028007507,0.9198025465011596,0.9774290919303894,0.9787649512290956,9.3767507096021
0.8286936283111572,0.875175952911377,0.969645082950592,0.9695408940315248,9.075720713938118
0.9211822152137756,0.9416998028755188,0.9672155976295472,0.9668548107147216,8.473660722610155
0.9019140005111694,0.9276384711265564,0.9705233573913574,0.9700470566749572,9.075720713938118
0.9277851581573486,0.9465160369873048,0.9762283563613892,0.9772571921348572,8.154901959985743
0.9363214373588562,0.9526825547218324,0.9742576479911804,0.976871907711029,9.3767507096021
0.9339972734451294,0.9509935975074768,0.9719725251197816,0.9698255062103271,9.55284196865778
0.9270246028900146,0.9460191130638124,0.97098708152771,0.9734792113304138,9.075720713938118
0.9497404098510742,0.9623784422874452,0.9793552160263062,0.98213928937912,7.64569943765464
0.9342027306556702,0.9509903192520142,0.9768161177635192,0.9787521958351136,8.154901959985743
0.9460935592651368,0.9595078825950624,0.9781145453453064,0.9805266261100768,7.5347659050119855
0.9042829275131226,0.9295761585235596,0.9807270765304564,0.9826462268829346,7.455931955649724
0.914936065673828,0.9372459650039672,0.9815495014190674,0.9843479990959167,7.359021942641668
0.948316216468811,0.9613246917724608,0.98065447807312,0.9833643436431884,7.330776126069194
