candidate_id	pose_name	pdb_sha256	proteinmpnn_nll_vhh	proteinmpnn_loglik_vhh	proteinmpnn_global_nll	score_npz_sha256
case02_pos_01_PVRIG-151_HR151	case02_pos_01_PVRIG-151_HR151__pose01__cluster_1_model_1	d5e581704f8f91b284ab0a778321e94d617bafce975a6ee4f5c5eb53ec23123e	1.7174030542373657	-1.7174030542373657	1.6709234714508057	38149e980e0c95c96c5bed55a35d23640f1e48539fe76fa10f08769a4bffb10b
case02_pos_01_PVRIG-151_HR151	case02_pos_01_PVRIG-151_HR151__pose02__cluster_2_model_1	33f792300343676f19fee8946507f080df33e7356e5d1c582fc96a93350395ce	1.7226147651672363	-1.7226147651672363	1.6611320972442627	275d5f0dd27dd3011ee5b92c9925d45c97864577d4fb655ccc0e3212c7a87450
case02_pos_01_PVRIG-151_HR151	case02_pos_01_PVRIG-151_HR151__pose03__cluster_2_model_2	ab28105a760f010a8b52185e5705aa4a8818fc15dfc3b37c1244288b6d18f70d	1.716252326965332	-1.716252326965332	1.676761269569397	7a82f81b00c0c147d1406f757e8cfc91e97e0926437cf4176bc13f5c8a1e3026
case02_pos_01_PVRIG-151_HR151	case02_pos_01_PVRIG-151_HR151__pose04__cluster_2_model_3	7cb9cd408ba90053ef7abc5e709b3d1b1f6acef529030092dc09e4c87852c8b8	1.7747316360473633	-1.7747316360473633	1.6705312728881836	8b58a6feec7e2a915798e76b051e166da4d6c1bf7b111534d51d4f666f11db33
case02_pos_01_PVRIG-151_HR151	case02_pos_01_PVRIG-151_HR151__pose05__cluster_3_model_1	ecdf92d44d99f8dbcb431c8b169d6275f539061aa25b60824a8629aeb2763b6e	1.7227617502212524	-1.7227617502212524	1.653976321220398	fe88696a17a71380e4cfc4e79c92f0505dc41b897526103032f1fb3b45fc549a
case02_pos_01_PVRIG-151_HR151	case02_pos_01_PVRIG-151_HR151__pose06__cluster_3_model_2	fabda2a52fec6cc32cbc0e835f72bf3fb866a10155ba0cd30eb190a9a4096913	1.820388913154602	-1.820388913154602	1.7151210308074951	9e5944046ed98beb394ffd4f38529f407fe0d88fb026d3e9096ef1d58546af8a
case02_pos_01_PVRIG-151_HR151	case02_pos_01_PVRIG-151_HR151__pose07__cluster_3_model_3	f2ee54e7ab68966ef2ee499a607be6fd2a9f1dfb7259fe55d7f9f3b550ca3cda	1.7874919176101685	-1.7874919176101685	1.6819977760314941	7a85e9f772eb5ef7d5c9e2cb5ad578b58599a2bd41a33942f91b2c88cd3e4ab3
case02_pos_01_PVRIG-151_HR151	case02_pos_01_PVRIG-151_HR151__pose08__cluster_4_model_1	4868403def4412b0ccbf4580e832061bb02faa10bc03a1712b080d65d34d8878	1.73009192943573	-1.73009192943573	1.662319302558899	b480f05981eeae51bd0e0b1954f613edbf42f316b49ccb54db147875bc6012cf
case02_pos_01_PVRIG-151_HR151	case02_pos_01_PVRIG-151_HR151__pose09__cluster_4_model_2	7b14e22b92bc7ab2fd7cb99cd84035dc342d85e7d2daee3fd0056cf95f611783	1.8172990083694458	-1.8172990083694458	1.666778802871704	a949a1d1aadb129a1920584176bbd34371487ecf7f80e989c4d7ed137fee0210
case02_pos_02_PVRIG-20	case02_pos_02_PVRIG-20__pose01__cluster_1_model_1	5ec3989758b3da5885ad411ca82a5ffcbdbce95ba58bce142f7f9668dd02e15b	1.7875099182128906	-1.7875099182128906	1.8447810411453247	080c2fbb01bb4c7becf69b76c6677234c6d89c7f0e09b15a38ac06f24d4f2e8b
