Nanobody ID,Antigen ID,Prediction
P1MCPUFP__CPUFP500K_0082__00001,pvrig_8x6b_chainB,0.048107292503118515
P1MCPUFP__CPUFP500K_0085__00002,pvrig_8x6b_chainB,0.10844502598047256
P1MCPUFP__CPUFP500K_0076__00003,pvrig_8x6b_chainB,0.09552005678415298
P1MCPUFP__CPUFP500K_0074__00004,pvrig_8x6b_chainB,0.06748973578214645
P1MCPUFP__CPUFP500K_0073__00005,pvrig_8x6b_chainB,0.09399660676717758
P1MCPUFP__CPUFP500K_0064__00006,pvrig_8x6b_chainB,0.10947983711957932
P1MCPUFP__CPUFP500K_0066__00007,pvrig_8x6b_chainB,0.05627577379345894
P1MCPUFP__CPUFP500K_0065__00008,pvrig_8x6b_chainB,0.07731234282255173
P1MCPUFP__CPUFP500K_0056__00009,pvrig_8x6b_chainB,0.1371181458234787
P1MCPUFP__CPUFP500K_0055__00010,pvrig_8x6b_chainB,0.06351307779550552
P1MCPUFP__CPUFP500K_0057__00011,pvrig_8x6b_chainB,0.06397941708564758
P1MCPUFP__CPUFP500K_0048__00012,pvrig_8x6b_chainB,0.15486332774162292
P1MCPUFP__CPUFP500K_0046__00015,pvrig_8x6b_chainB,0.055432628840208054
P1MCPUFP__CPUFP500K_0049__00043,pvrig_8x6b_chainB,0.07320395857095718
P1MCPUFP__CPUFP500K_0040__00015,pvrig_8x6b_chainB,0.046268198639154434
P1MCPUFP__CPUFP500K_0038__00016,pvrig_8x6b_chainB,0.045566070824861526
P1MCPUFP__CPUFP500K_0037__00017,pvrig_8x6b_chainB,0.04902807995676994
P1MCPUFP__CPUFP500K_0028__00024,pvrig_8x6b_chainB,0.05970565602183342
P1MCPUFP__CPUFP500K_0030__00024,pvrig_8x6b_chainB,0.07762440294027328
P1MCPUFP__CPUFP500K_0029__00020,pvrig_8x6b_chainB,0.08463843911886215
P1MCPUFP__CPUFP500K_0020__00021,pvrig_8x6b_chainB,0.20635123550891876
P1MCPUFP__CPUFP500K_0019__00022,pvrig_8x6b_chainB,0.10682304948568344
P1MCPUFP__CPUFP500K_0021__00023,pvrig_8x6b_chainB,0.1875067949295044
P1MCPUFP__CPUFP500K_0012__00028,pvrig_8x6b_chainB,0.04549789801239967
P1MCPUFP__CPUFP500K_0010__00025,pvrig_8x6b_chainB,0.08260226994752884
P1MCPUFP__CPUFP500K_0013__00026,pvrig_8x6b_chainB,0.12158751487731934
P1MCPUFP__CPUFP500K_0008__00060,pvrig_8x6b_chainB,0.14017798006534576
P1MCPUFP__CPUFP500K_0002__00453,pvrig_8x6b_chainB,0.11368321627378464
P1MCPUFP__CPUFP500K_0001__00031,pvrig_8x6b_chainB,0.08435026556253433
P1MCPUFP__CPUFP500K_0092__00604,pvrig_8x6b_chainB,0.05113290250301361
P1MCPUFP__CPUFP500K_0091__00062,pvrig_8x6b_chainB,0.10934793949127197
P1MCPUFP__CPUFP500K_0193__00189,pvrig_8x6b_chainB,0.06449851393699646
P1MCPUFP__CPUFP500K_0084__00035,pvrig_8x6b_chainB,0.12073374539613724
P1MCPUFP__CPUFP500K_0082__00101,pvrig_8x6b_chainB,0.04106980934739113
P1MCPUFP__CPUFP500K_0085__00038,pvrig_8x6b_chainB,0.10859862715005875
