Nanobody ID,Antigen ID,Prediction
P1MCPUFP__CPUFP500K_0065__00001,pvrig_8x6b_chainB,0.09965047985315323
P1MCPUFP__CPUFP500K_0056__00002,pvrig_8x6b_chainB,0.11456609517335892
P1MCPUFP__CPUFP500K_0055__00003,pvrig_8x6b_chainB,0.07406365871429443
P1MCPUFP__CPUFP500K_0057__00004,pvrig_8x6b_chainB,0.0402643047273159
P1MCPUFP__CPUFP500K_0048__00005,pvrig_8x6b_chainB,0.10773339867591858
P1MCPUFP__CPUFP500K_0046__00007,pvrig_8x6b_chainB,0.04489170387387276
P1MCPUFP__CPUFP500K_0049__00023,pvrig_8x6b_chainB,0.07953683286905289
P1MCPUFP__CPUFP500K_0040__00008,pvrig_8x6b_chainB,0.07512106746435165
P1MCPUFP__CPUFP500K_0038__00009,pvrig_8x6b_chainB,0.043915774673223495
P1MCPUFP__CPUFP500K_0037__00010,pvrig_8x6b_chainB,0.03744436800479889
P1MCPUFP__CPUFP500K_0028__00016,pvrig_8x6b_chainB,0.07038839906454086
P1MCPUFP__CPUFP500K_0030__00013,pvrig_8x6b_chainB,0.0681127980351448
P1MCPUFP__CPUFP500K_0029__00013,pvrig_8x6b_chainB,0.06714319437742233
P1MCPUFP__CPUFP500K_0020__00014,pvrig_8x6b_chainB,0.15107017755508423
P1MCPUFP__CPUFP500K_0019__00015,pvrig_8x6b_chainB,0.23234140872955322
P1MCPUFP__CPUFP500K_0021__00016,pvrig_8x6b_chainB,0.21607570350170135
P1MCPUFP__CPUFP500K_0012__00020,pvrig_8x6b_chainB,0.05810339376330376
P1MCPUFP__CPUFP500K_0010__00018,pvrig_8x6b_chainB,0.07814931869506836
P1MCPUFP__CPUFP500K_0013__00019,pvrig_8x6b_chainB,0.09684228897094727
P1MCPUFP__CPUFP500K_0008__00038,pvrig_8x6b_chainB,0.12479141354560852
P1MCPUFP__CPUFP500K_0002__00363,pvrig_8x6b_chainB,0.13808684051036835
P1MCPUFP__CPUFP500K_0001__00024,pvrig_8x6b_chainB,0.115166574716568
P1MCPUFP__CPUFP500K_0092__00439,pvrig_8x6b_chainB,0.06145208701491356
P1MCPUFP__CPUFP500K_0091__00043,pvrig_8x6b_chainB,0.13363245129585266
P1MCPUFP__CPUFP500K_0193__00127,pvrig_8x6b_chainB,0.05824096128344536
